,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
48,"Senior Data Engineer-Remote, anywhere in the US",$67k-$111k (Glassdoor Est.),"Company Description

At Optiv, we’re on a mission to help our clients make their businesses more secure. We’re one of the fastest growing companies in a truly essential industry.

In your role at Optiv, you’ll be inspired by a team of the brightest business and technical minds in cyber security. We are passionate champions for our clients, and know from experience that the best solutions for our clients’ needs come from working hard together. As part of our team, your voice matters, and you will do important work that has impact, on people, businesses and nations. Our industry and our company move fast, and you can be sure that you will always have room to learn and grow. We’re proud of our team and the important work we do to build confidence for a more connected world.

Job Description

Responsibilities and skills include:
Build data pipelines to automate batch and real-time data delivery through StreamSets’ streaming data platform to data lakes, warehouses, analytical and machine learning applications
Develop applications from ground up using a modern technology stack including Python, Spark, Scala, RDS, NoSQL, Graph databases, ElasticSearch, Splunk
Integrate and ship code into AWS and Azure cloud Production environments
Build and utilize APIs and data delivery services that support critical operational and analytical applications for customers
Transform complex analytical models into scalable, production-ready solutions
Customer facing role – Walk thru to white boarding of architecture and implementation planning to stakeholders
Qualifications

Qualifications
College degree or/equivalent and 5 years' related work experience, required
At least 3 years of experience in Python, Scala, or Java
At least 3 years of experience building data pipelines in StreamSets
At least 3 years of experience utilizing SQL in data solutions
2-3 years’ experience with AWS, Azure, and/or GCP
5+ years of experience delivering data solutions using open-source components
5+ years of experience utilizing SQL in data solutions
3+ years of experience utilizing Gremlin or SPARQL in graph database solutions
Experience taking technical ownership over projects
Experience with the following technologies is highly desirable: Redshift (w/Spectrum), Hadoop, Apache NiFi, Airflow, Apache Kafka, Apache Superset, Flask, Node.js, Express, AWS EMR, Scala, Tableau, Looker, Dremio
Experience with service-oriented architecture for cloud-based services.
Experience and exposure to threat modeling and design reviews to assess security implications and requirements for introduction of new technologies.
Experience representing technical viewpoints to diverse audiences and in making timely and prudent technical risk decisions.
Experience with enterprise architecture and working as part of a cross-functional team to implement solutions.
Strong interpersonal and communication skills; ability to work in a team environment
Ability to work independently with minimal direction; self-starter/self-motivated
Technical writing experience
Additional Information

Why you’ll love it here:

If you are seeking a culture that supports growth, fosters success and moves the industry forward, find your place at Optiv! As a market-leading provider of cyber security solutions, Optiv has the most comprehensive ecosystem of security products and partners to deliver unparalleled services. Our rich and successful history with our clients is based on trust, serving more than 12,000 clients of varying sizes and industries, including commercial, government and education. We have the proven expertise to plan, build, and run successful security programs across Risk Management, Cyber Digital Transformation, Threat Management, Security Operations – Managed Services and Identity and Data Management. Optiv remains committed to championing Diversity, Equality and Inclusion within our organization and throughout the industry.

With Optiv you can expect:
Work/life balance. We offer “Recharge” a flexible, time-off program that encourages eligible employees to take the time they need to recharge
Professional training resources, including tuition reimbursement
Creative problem-solving and the ability to tackle unique, complex projects
Volunteer Opportunities. “Optiv Chips In” encourages employees to volunteer and engage with their teams and communities.
The ability and technology necessary to productively work remote/from home (where applicable)
Optiv is an equal opportunity employer. All qualified applicants for employment will be considered without regard to race, color, religion, sex, gender identity, sexual orientation, national origin, status as an individual with a disability, veteran status, or any other basis protected by federal, state, or local law.

#LI-PS1",2.7,"Optiv
2.7","Columbia, MD",-1,1001 to 5000 Employees,2015,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD),-1
49,Data Scientist l,$67k-$111k (Glassdoor Est.),"Data Scientist l

Job Details
Level
Experienced
Job Location
New York - New York, NY
Position Type
Full Time
Education Level
4 Year Degree
Salary Range
Undisclosed
Travel Percentage
None
Job Shift
Undisclosed
Job Category
Information Technology
Description
Greater New York Mutual Insurance Company (""GNY"") is an A+ rated, financially stable and growing property casualty insurance company with locations throughout the Northeast.

We are currently looking for a dynamic and highly motivated Data Scientist for our New York office.

Responsibilities:
Provide innovative solutions on big data by utilizing machine learning techniques
Develop, implement, and maintain predictive and machine learning models
Utilizing machine learning techniques on pricing refinement, claims insights, and business decisions
Provide visualization solutions for portfolio management
Present business solutions based on machine learning models to senior management
Qualifications
Bachelor’s or Master’s degree obtained from an accredited institution preferably in Data Science, Statistics, Computer Science, Actuarial, or a related field
3-5 years of professional experience specialized in machine learning
Strong background in data science, machine learning, and visualization
Excellent understanding of machine learning techniques and algorithms including classification, clustering, regression, decision tree, random forest, neural networks, deep learning etc.
Proficient in R, Python, SQL, VBA, Tableau
Excellent oral and written communication skills",3.8,"GNY Insurance Companies
3.8","New York, NY",-1,201 to 500 Employees,1914,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),-1
50,STAFF SCIENTIST,$67k-$111k (Glassdoor Est.),"Position: Staff Scientist

Requisition Number: 2020-2410-09

S&ME is an employee-owned engineering firm that provides civil, geotechnical, environmental, planning, landscape architecture, survey and construction services. Consistently ranked in the top 100 of ENR's Top 500 Design Firms, our markets are diverse and include transportation, energy, water/wastewater, commercial development, industry, healthcare, education and government. We recruit top talent and are currently seeking a Staff Scientist to join our team in Chattanooga, Tennessee.

The individual will perform field and office work associated with environment evaluations. Field work will include: soil sampling, groundwater sampling, surface water sampling, sediment sampling, wetland delineations, stream classifications, and fauna/flora identification. Other responsibilities include completing data entry to capture field activities, and the preparation of standard environmental reports. This individual will be expected to maintain knowledge of, and compliance with, regulatory requirements by attending environmental or natural resources training courses, or other in-house trainings. This position will require some travel and overnight stays.

Qualifications:
BS in environmental science, geology, biology, chemistry or related field;
2-4 years field experience in related field;
Ability to work outdoors in varying weather conditions;
Ability and willingness to accommodate overnight and out-of-town assignments;
Good technical writing, verbal communication, and computer skills.
This is a full-time position with competitive pay based on experience. Successful candidate must meet requirements of the company's Fleet Management Program, Substance Policy and Reference Check program. Submit resume, cover letter, and salary expectations for consideration. Only qualified candidates with acceptable employment eligibility verification (I-9) will be considered. Visa assistance not provided. S&ME reserves the right to fill this position with an internal or external candidate at any time during the search. S&ME is not responsible for unauthorized job postings or submissions of resumes using external links/websites.

No candidate/recruiter calls, personal calls or walk-ins accepted.

An Equal Opportunity Employer.

Minorities/Females/Disability/Veterans; VEVRAA Federal Contractor

Job Posted by ApplicantPro",3.6,"S&ME, Inc.
3.6","Chattanooga, TN",-1,1001 to 5000 Employees,1973,Company - Private,Architectural & Engineering Services,Business Services,$100 to $500 million (USD),-1
51,"Director, Oncology R&D, Clinical Scientist",$67k-$111k (Glassdoor Est.),"Join a Legacy of Innovation 110 Years and Counting!

With over 100 years of scientific expertise and a presence in more than 20 countries, Daiichi Sankyo and its 15,000 employees around the world draw upon a rich legacy of innovation and a robust pipeline of promising new medicines to help people. In addition to a strong portfolio of medicines for hypertension and thrombotic disorders, under the Group’s 2025 Vision to become a “Global Pharma Innovator with a Competitive Advantage in Oncology,” Daiichi Sankyo research and development is primarily focused on bringing forth novel therapies in oncology, including immuno-oncology, with additional focus on new horizon areas, such as pain management, neurodegenerative diseases, heart and kidney diseases, and other rare diseases.

Job Summary:

Oversees one or more trials of medium to high complexity in design and geographic scope. Such trials could be pivotal for submission; Prepares clinical section of regulatory documents; Oversees management and performance of CRO; Participates in creation of developmental and regulatory strategy; Drafts protocol profiles and sections of key submission documents; Point of contact for interactions with regulatory-agency clinical reviewing divisions on clinical matters; Represents Clinical Development in Project Teams, possibly as Global Clinical Lead.

Responsibilities:

Study Strategy: Clinical study leader (CSL) or major scientific/medical contributor; For large or complex Phase 2 studies: Provides the strategic direction to BD&O for EDC, edit checks, data quality listings, SAP, DM plan, Reviews patient population and protocol compliance for consistency with study strategy, Develops biomarker strategy in collaboration with TMCP, Collaborates with external KOLs to refine study plans; Prepares and participate in regulatory agency meetings, if applicable.

Study planning and execution: As CSL for Phase 2 studies: Provides input on major milestones of trial, clinical trial plan and contingency planning, Analyzes, updates management on potential risks to study deliverables, Provides input on ICF creation, Oversees recruitment, retention; establishes and implement contingency plans for shortfalls, Consults & recruits members for DSMB and/or adjudication committee setup; Interacts with KOLs and PIs to plan study and monitor completion.

Study outputs: For Phase 2 studies: Drafts responses to IRBs and HA, Collaborates with TMCP to ensure appropriate biomarker, PK / PD measurements, Reviews emerging clinical data regularly, Leads dose-escalation meetings, Performs quality assessment with delivery lead e.g. review TLG before DBL, and quality check of data, Works with BD&O to ensure SAP updates; Responsible for valid clinical interpretation of study results as Clinical Study Leader, medical monitor or regional clinical/Translational Medicine and Clinical Pharmacology representative.

External collaboration: Develops and leads external advisory panels to advise on Phase 2 study strategy, design, and conduct; Interacts with KOLs for indication specific advice; Leads broad collaboration with KOLs or major institution, e.g. NCI.

Scientific, Program related: Integrated Study Team (IST) representative: Creates early development plan and contributes to overall development Strategy; Develops program biomarker strategy; Achieves endorsement for plan by function and team; Interprets and react accordingly to new preclinical/clinical data(e.g.; Go/No Go decisions, reprioritization, etc.); Operational Project Team (OPT) leader; Responsible before the IST for the creation and execution of development strategy for a program .

People Management: Direct reports management - Hire and retain high quality (Team) members; Ensure team members have updated development plans and provide them with necessary means to achieve their personal development goals; Review annual goals with team members; Prepare annual performance reviews for direct reports and provide them with feedback.

Additional non-study related activities: Initiates contact w/KOL and prepare material for KOL interactions on a program-based need; Peripheral involvement in Business Development activities for late stage compounds Involvement with in-licensing and acquisitions on individual due diligence activities; Contributor to portfolio decisions.

Qualifications: Successful candidates will be able to meet the qualifications below with or without a reasonable accommodation.

Education/Experience:

PharmD, PhDor equivalent; Postgraduate training in TA or related specialty. MD acceptable. Highly desirable. 3 Years relevant clinical experience

Daiichi Sankyo, Inc. is an equal opportunity/affirmative action employer. Qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",3.1,"Daiichi Sankyo, Inc.
3.1","Basking Ridge, NJ",-1,10000+ Employees,1899,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
52,Senior Genomic Data Scientist,$67k-$111k (Glassdoor Est.),"GeneDx is seeking a Senior Genomic Data Scientist

GeneDx is a rapidly-growing, diverse clinical laboratory in Gaithersburg, MD that provides molecular diagnosis for genetic disorders. GeneDx is recruiting for a full-time Senior Genomic Data Scientist. This scientist will work as part of a team to develop techniques and software for genomic and phenomic data analysis. The successful candidate must be self-motivated and able to work both independently and as part of a small team.

To learn more about GeneDx, please visit our website at www.genedx.com.

Responsibilities include:
Develop and use bioinformatics tools to process, analyze, and interpret DNA, datasets resulting from NGS, array-based, and other technologies
Ongoing assessment and incorporation of relevant public and commercial analytical tools and the development of novel methods as needed
Create methods to interpret the biological impact of genetic variants
Improve existing data pipelines to further automate internal workflows
Collaborate with the engineering team to develop large-scale data processing pipelines
Collaborate internally on software development and/or statistical analysis for scientific research
Contribute development and expertise for ad-hoc analysis on interdisciplinary company projects

Qualifications include:
MS or PhD in Genetics, Bioinformatics, Computer Science or a related field
3+ years relevant professional experience including analysis of genetic data
Proficiency in Python or another major scripting language
Working knowledge of command-line Linux, shell scripting, and HPC/cloud computing (SLURM, SGE, AWS, Azure or similar)
Working knowledge of relational databases (PostgreSQL or similar) preferred
Experience with Git, SVN or other version control software plus other best practices for software development preferred
Familiarity with next-generation sequencing (NGS) data and related tools (Samtools, GATK, etc.) and other genetic assay data (e.g. aCGH)
Prior experience with human genetics

Benefits include:
Paid Time Off (PTO)
Health, dental, vision, life insurance, LT/ST disability plans
Flexible Spending Account (FSA)
Health Savings Account (HSA)
401K retirement savings plan with company match
Employee Discounts
Regular performance appraisals
Many promotions from within
Business casual dress code
Telecommuting options available",2.8,"GeneDx
2.8","Gaithersburg, MD",-1,201 to 500 Employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),-1
53,Bioinformatics Scientist,$67k-$111k (Glassdoor Est.),"Job Description: *
The successful candidate will develop bioinformatics pipelines and analysis software to support clinical assays. As part of this role the candidate will collaborate with staff from the clinical laboratory, research & development and IT/Engineering. Scientist will provide data analysis support for the R&D group during assay development. He/She will be called upon to analyze problems, and provide algorithmic solutions. Candidate will continually evaluate new open source and commercial bioinformatics software, to identify the best solutions for the lab. The bioinformatics scientist will collect user requirements and specifications from various groups. Candidate must have experience in good software documentation practices, included the process of developing documentation to execute installation qualifications, performance qualifications, and operational qualifications. This position will be responsible for training laboratory staff, and in maintaining the bioinformatics pipelines in the production environment. Candidate will stay apprised of relevant bioinformatics literature.
Requirements: *
Experience developing NGS analysis pipelines for a CLIA/CAP approved laboratory.
Software development in a Linux based environment and must be an expert user in shell programming.
Experience developing software for both the cloud (AWS) and for SGE high performance clusters.
Experience in a high-level programming or scripting language such as Python, Java, perl, C.
Experience interacting with LIMS system and integrating pipelines with LIMS systems.
Experience with various bioinformatics tools for variant calling and alignments.
Background in statistical analysis a plus.
Experience working in an Agile development environment.
Some experience performing wetlab work a plus.
Minimum PhD, MS + 2 years.
Job Type: Full-time

Benefits:
Dental Insurance
Health Insurance
Paid Time Off
Vision Insurance
Schedule:
Monday to Friday
License:
PhD (Preferred)
Work Location:
One location
This Company Describes Its Culture as:
Detail-oriented -- quality and precision-focused
Innovative -- innovative and risk-taking
Team-oriented -- cooperative and collaborative
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible",-1,OME Wellness,"San Diego, CA",-1,-1,-1,-1,-1,-1,-1,-1
54,NGS Scientist,$67k-$111k (Glassdoor Est.),"ArsenalBio’s mission is to develop efficacious and safe cellular therapies for patients with chronic diseases, initially cancer. Our products are being designed to herald the transition of adoptive cell therapy from a hospital based treatment to outpatient therapy, like most other cancer treatments. Our people are our greatest asset, they bring scientific talents in molecular biology, immunology, pharmacology, protein chemistry, computational biology, automation, genome engineering, software and other fields to make the future happen now.

We are seeking an outstanding scientist to drive next-generation sequencing sample preparation and analysis methods. The ideal candidate will have a broad understanding of NGS and its applications and a proven track record of developing innovative NGS protocols to solve complex biological problems. As a strong technical contributor, this role will collaborate with internal and external stakeholders to advance ArsenalBio research.
What You Will Do
Advance NGS technology utilization and understanding across the company
Create NGS libraries from single cells, tissues, and isolated DNA/RNA to drive both product and platform development
Develop new NGS library preparation strategies for bulk and single-cell applications
Contribute NGS expertise and leadership to cross-disciplinary product/platform development teams
Work closely with computational biologists to interpret data generated by novel and optimized assay schemes
Write protocols, develop procedures, and maintain accurate records
What You Will Bring
Ph.D. (preferred) or Masters in a relevant scientific discipline, with 6+ years of full-time, hands-on NGS experience in an academic or industrial setting
Deep understanding of NGS library preparation workflows, the principles of sequencing technologies, and NGS data analysis
Experience in single-cell genomics (preferred), high-content screening, or functional genomics
Significant experience in troubleshooting, method development, and optimization of molecular biology-based assays including qPCR, RT-qPCR, ddPCR, molecular cloning, gene editing, primer design, and nucleic acid isolation and manipulation
Experience operating liquid handling robots or other lab automation for high-throughput assays
Familiarity with cell culture, cell staining, fluorescence microscopy, flow cytometry, and cell sorting
Entrepreneurial behaviors demonstrated by agility, accountability, transparency, resourcefulness, and ability to get things done
Ability to quickly learn new skills and knowledge on the job, demonstrate productivity and deliver high-quality results
Flexible mind with a creative approach to problem-solving and comfort in working with ambiguous data in an open-ended, exploratory process
Demonstrated ability to perform as a team player


We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status

To all recruitment agencies: ArsenalBio does not accept agency resumes. Please do not forward resumes to our jobs alias, or Arsenalbio employees. ArsenalBio is not responsible for any fees related to unsolicited resumes.",5.0,"Arsenal Biosciences
5.0","South San Francisco, CA",-1,51 to 200 Employees,2019,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
55,Senior Big Data Engineer,$67k-$111k (Glassdoor Est.),"Do you want to be part of the transformation that's pushing forward a truly data-driven company? Are you ready to collaborate and innovate with a team responsible for changing the customer experience using the latest technologies? As a Senior Big Data Engineer on the GEICO IT squad, you’ll thrive in a fast-paced innovative culture that turns data into information and uses that information to drive action. One focus is our Single View of the Customer (SVOC) initiative. As part of this team you will be designing, creating, and populating customer centric data stores necessary for deriving valuable insights in real time to provide tailored customer experiences. As a senior engineer you will have the opportunity to mentor more junior associates and help grow our team.
When you first join our SVOC team, you will have opportunity to come up to speed on the innovative technologies we use to develop SVOC!

Basic Qualifications:

o At least 2 years as a Big Data Engineer/Developer on the Hadoop Ecosystem, with experience in data profiling and transformations
o At least 2 years of experience using Spark core, or Spark SQL,
o Experience with core Java (and/or Scala, Python)
o Experience with NoSQL databases such as HBase, Cassandra, or MongoDB
o Proficient in designing efficient and robust ETL/ELT workflows, schedulers, and event-based triggers
o Strong critical thinking, decision making, and problem-solving skills
o Excellent verbal/written communication skills, including communicating technical issues to non-technical audiences
o A Bachelor's degree in a computer related field or equivalent professional experience is required

Preferred Skills:

o Exposure to Spark Streaming and Machine Learning
o Exposure to Data Mining, Data Engineering, and Data Modeling
o Exposure to Graph Databases
Note: The safety of our associates, both current and future, is GEICO’s highest priority. At this time, most of our associates are working remotely due to the current COVID-19 pandemic. Candidates who are selected for this position will be trained remotely and must be able to work from home in a designated work area. Once GEICO determines it is safe for associates to return to the office, candidates may be required to work in our Chevy Chase, MD office.

About GEICO

For more than 75 years, GEICO has stood out from the rest of the insurance industry! We are one of the nation's largest and fastest-growing auto insurers thanks to our low rates, outstanding service and clever marketing. We're an industry leader employing thousands of dedicated and hard-working associates. As a wholly owned subsidiary of Berkshire Hathaway, we offer associates training and career advancement in a financially stable and rewarding workplace.

Our associates' quality of life is important to us. Full-time GEICO associates are offered a comprehensive Total Rewards Program*, including:
401(k) and profit-sharing plans
Medical, dental, vision and life insurance
Paid vacation, holidays and leave programs
Tuition reimbursement
Associate assistance program
Flexible spending accounts
Business casual dress
Fitness and dining facilities (at most locations)
Associate clubs and sports teams
Volunteer opportunities
GEICO Federal Credit Union
Benefit offerings for positions other than full-time may vary.
GEICO is an equal opportunity employer. GEICO conducts drug screens and background checks on applicants who accept employment offers.

How to Apply

Click ""Apply for Job"" to complete your application. You will need an active email address and phone number. Please upload your resume, preferably as Word .doc files or PDF. Once you begin your application you can save it and access it later. Your application should include any work and/or internship experience from at least the past five years.

#DI-AT

#GDOORIT
#LI-AT1",3.4,"GEICO
3.4","Chevy Chase, MD",-1,10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),-1
56,Research Scientist or Principal Research Scientist - Signal Processing,$67k-$111k (Glassdoor Est.),"Mitsubishi Electric Research Laboratories (MERL, http://www.merl.com) located in Cambridge, Massachusetts, USA, invites qualified candidates to apply for the position of Research Scientist or Principal Research Scientist in the Computational Sensing Team within the Signal Processing Group. Successful candidates will be expected to perform original, relevant research in the broad area of computational sensing. Focus on a particular application area is desired but not necessary. Areas of interest include, but are not limited to, array signal processing, coherent optical systems, computational imaging, sensor fusion, and inverse problems. Additionally, experience with machine learning methods and their application to the above sensing areas is desired.

The Signal Processing Group at MERL conducts research that encompasses a wide range of work in the areas of sensing, estimation, localization, inverse problems, sparse reconstruction, array signal processing, and communications. Within the Signal Processing Group the Computational Sensing Team explores novel approaches for signal acquisition and sensing, methods to filter and recover signals in the presence of noise and other degrading factors, and techniques that infer meaning from the processed signals and fusing signals from multiple sensing modalities.

At MERL, researchers have wide latitude to set their own path and pursue their passions. We are proud to foster an environment that values both fundamental scientific contributions and their application to real business. MERL provides a unique level of freedom and flexibility among industrial research labs.

As a member of our staff, you will be identifying new problems and solutions that have broad application and are fundamentally useful both in the field of signal processing and for the parent company. You will conduct innovative research and publish your results in selective peer-reviewed conferences and journals.

The successful candidate will bring an independent research agenda and a track record commensurate with experience, and be willing and able to form and work within interdisciplinary R&D teams. This is a position with the opportunity to shape and drive a corporate R&D agenda, impact the academic research field, and guide Mitsubishi Electric businesses and products. Additional opportunities may include strategic planning, mentoring and supervision of technical staff and interns, and establishment of academic partnerships.

Qualifications for this position are:
A Ph.D. from an internationally-recognized institution in electrical engineering, applied mathematics, computer science or equivalent.
Knowledge of modern signal processing, sensing and inference theory, modelling, machine learning, and experience with real world data and its applications.
Ability to rapidly implement and test algorithms and system designs.
A strong publication record in leading conferences and journals, consistent with experience.
A record for independently proposing and executing research programs.
Strong teamwork, communication, listening, writing, and presentation skills.",3.8,"Mitsubishi Electric Research Labs
3.8","Cambridge, MA",-1,51 to 200 Employees,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),-1
57,Senior Data Engineer,$67k-$111k (Glassdoor Est.),"AutoPets, the inventor, manufacturer, and retailer of the Litter-Robot, Feeder-Robot, and Litterbox.com, is an international leader in developing highly functional pet products that make pet care easier and more enjoyable. Launched in 2000 by founder and CEO Brad Baxter, the Litter-Robot is the highest-rated automatic, self-cleaning litter box on the market. AutoPets is a 2017-2020 Inc. 5000 company based in Auburn Hills, Michigan and Juneau, Wisconsin, with 125+ passionate employees who are dedicated to improving the future of pet care. If we sound like a team you’re interested in joining, keep reading!

AutoPets is seeking an experienced *Senior* *Data Engineer* to partner with the CFO and Information Technology team to lead AutoPets’ efforts in building its first business intelligence platform. We are looking for a passionate data junkie who loves digging into data sources, extracting key information from these systems, engineering solutions, analyzing results and wants to blaze the trail building a business intelligence platform from the ground up. AutoPets is a group of passionate engineers, product developers and marketers, who are data hungry and ready for a company-wide solution to inform the business decisions of its key stakeholders.
Responsibilities*
Partner with multiple stakeholders to deliver end-to-end analytics solutions
Develop both short and long-term solutions to ensure our key stakeholders have the data they need for today and tomorrow
Architect an Enterprise Data Warehouse (EDW) using best-in-class tools and technology
Design and implement efficient data pipelines in order to integrate data from a variety of sources into a EDW.
Determine reporting needs and integrate with business intelligence visualization tools
Assess and understand underlying architecture of our eCommerce, Fulfillment, and Robot-operational databases and implement changes to support better reporting
Design and implement backfill or other warehouse data management processes
Develop and execute testing strategies to ensure high quality warehouse data that reconciled with financial statements
Provide documentation, training, and consulting for data warehouse users
Provide input and feedback to support continuous improvement in the evolution of the data warehouse
High-Level 2-Year Scope of Projects*
Build a best-in-class data warehouse using current technology (Snowflake, Redshift, Big Query)
Assessment and mapping of all key data sources including Magento, SAP, Salesforce and in-house systems
Extract, transform and load key data sources to the Data Warehouse using a Saas tool (Fivetran, Segment, Strict)
Implementation of a visualization tool (Looker, Tableau, etc)
Build-out and automation of dashboards containing KPIs across all departments
Requirements*
Degree in math, statistics, computer science, or equivalent technical field
5+ years in a Data Engineering or Data Warehousing role
5+ years experience in an e-Commerce, direct-to-consumer company, including familiarity working with customer data (lifetime value, customer acquisition cost, churn rate, etc.)
3-5 years experience as an Analyst using data to interpret business trends and make recommendations to leaders
Experience with big data technologies (Snowflake, Redshift, Hive, etc.)
Experience with ETL fundamentals and building efficient data pipelines
Experience with relational SQL and NoSQL databases, including Postgres and MySQL
Highly knowledgeable in data warehouse methodologies and models (Inmon / Kimball)
Experience with cloud services: Google and/or AWS
Experience with object-oriented/object function scripting languages (Python, PHP, Java, C++, Scala, etc)
Job Type: Full-time

Benefits:
Dental Insurance
Disability Insurance
Health Insurance
Life Insurance
Paid Time Off
Retirement Plan
Vision Insurance
Schedule:
Monday to Friday
Supplemental Pay:
Bonus Pay
COVID-19 considerations:
We are following all State mandated guidelines.

Experience:
big data technologies (Snowflake, Redshift, Hive, etc.): 1 year (Preferred)
ETL fundamentals and building efficient data pipelines: 1 year (Preferred)
Data Engineering or Data Warehousing: 5 years (Required)
relational SQL and NoSQL databases: 1 year (Preferred)
Education:
Bachelor's (Required)
Location:
Auburn Hills, MI 48326 (Required)
Work authorization:
United States (Required)
Work Location:
One location
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
This Company Describes Its Culture as:
Innovative -- innovative and risk-taking
Aggressive -- competitive and growth-oriented
Outcome-oriented -- results-focused with strong performance culture
People-oriented -- supportive and fairness-focused
Team-oriented -- cooperative and collaborative
Company's website:
https://www.litter-robot.com/about-us.html
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
No",5.0,"AutoPets
5.0","Auburn Hills, MI",-1,1 to 50 Employees,1999,Company - Private,Consumer Products Manufacturing,Manufacturing,$1 to $5 million (USD),-1
58,"Environmental - Geologist, Scientist or Engineer (CAMPUS)",$67k-$111k (Glassdoor Est.),"Antea USA, Inc. (Antea®Group) is seeking motivated, detail-orientedgraduates for entry level Environmental Scientist, Geologist or Engineer roles forSpring 2021 opportunities in various office locations throughout the United States.

Qualified individuals must have strong organizational and communication skills (both verbal and written), and a desire to work in a fast-paced environment with a strong technical support team. This safety-sensitive position reports to a project manager and will support project teams on a variety of assignments including site remediation activities, technical and safety oversight of subcontractors, permitting, Phase I and Phase II Environmental Site Assessments, and health and safety audit support. Tasks will include preparing work and health and safety plans; conducting soil and groundwater investigations and sampling; remediation system operation and maintenance; data entry, management and analysis; and the preparation of reports in a variety of formats.

This is a full-time position with 70% - 80% of travel anticipated. This may require working alone in remote locations and/or out of state work supporting other company offices.

Antea®Group focuses strongly upon safety in all aspects of our operations, in the field, the office, and while traveling. The successful candidate must likewise consider safety as paramount and demonstrate an awareness of safe operations, and be willing to accommodate long or non-standard work hours on a project by project basis.

QUALIFICATIONS:

Education and Training
BS in Geology / Hydrogeology / Engineering / Environmental Sciences / Health and Safety or related major
Proficiency in Microsoft Word and Excel
Minimum 0– 3 years of applicable environmental experience
This position requires a 40-hour HAZWOPER OSHA certification. While current certification is desirable, it is not required to apply. HAZWOPER training will be provided upon employment if the successful candidate(s) is/are not already certified
Experience& Fundamental Skill Set
Strong mechanical, organizational and communication skills
Strong time, project task management, and decision-making skills
Able to work independently, troubleshoot mechanical issues and produce results with attention to details
Ability to multi-task with multiple project managers
Interest and motivation to diversify skill set
Familiarity with state and federal environmental regulatory framework
Potential employees must pass a company-paid physical examination, drug-screen and have a valid driver's license
Physical Requirements / Work Environment - Maintain physical condition appropriate to the performance of assigned duties and responsibilities, which may include the following:

Sedentary to light work (typical office or administrative work)
Frequently required to stand, sit and walk for extended periods of time
Occasional lifting and carrying of low (under 25lbs) to moderate (25-49lbs) weight objects
Repetitive motions: substantial movements (motions) of the wrists, hands, and/or fingers (including reaching)
Subject to inside environmental conditions (protection from weather conditions but not necessarily from temperature change)
Operation of a motor vehicle
Additionally, if you are assigned work in the field at client project sites you will need to complete a medical surveillance/fitness-for-duty examination and maintain physical condition appropriate to the performance of assigned duties and responsibilities which may include the following:

Medium to heavy work
Subject to outside environmental conditions: heat/cold, wind, wet and/or humid, etc.
Occasional stooping (bending body downward and forward), kneeling (bending legs at knee), crouching (bending body downward and forward) and climbing
Frequent lifting (including push/pull, hold/carry) of light, moderate and possibly heavy weight objects
Subject to hazards, including a variety of physical conditions, including but not limited to proximity to moving vehicles, parts or equipment; exposure to chemicals; pressure (including noise); electrical hazards; biological hazards; excavation/trenching; confined spaces; elevated work; materials handling
May be required to wear an air purifying respirator
Antea®Group offers competitive benefits including paid vacation, paid holidays and paid sick leave.

Antea USA, Inc. (Antea®Group) is an EEO/AA Employer

Minority/Female/Disabled/Veteran/Sexual Orientation/Gender Identity and other protected categories

NO RECRUITERS PLEASE/NO VISA SPONSORSHIP AT THIS TIME",3.9,"Antea Group
3.9",United States,-1,201 to 500 Employees,1986,Company - Private,Architectural & Engineering Services,Business Services,$50 to $100 million (USD),-1
