,Job Title,Salary Range,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
23,Market Risk Data Analyst - Senior Manager (Financial Services),-1,"A career in our Analytics Technology practice, within Data and Analytics Technology services, will provide you with the opportunity to help organisations uncover enterprise insights and drive business results using smarter data analytics. We focus on a collection of organisational technology capabilities, including business intelligence, data management, and data assurance that help our clients drive innovation, growth, and change within their organisations in order to keep up with the changing nature of customers and technology. Youll make impactful decisions by mixing mind and machine to leverage data, understand and navigate risk, and help our clients gain a competitive edge. Our team helps clients navigate various analytics applications to get the most value out of their technology investment and foster confidence in their business intelligence. As part of our team, youll help our clients implement enterprise content and data management applications that improve operational effectiveness and provide impactful data analytics and insights.

To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be a purpose-led and values-driven leader at every level. To help us achieve this we have the PwC Professional; our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.

As a Senior Manager, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:
Encourage everyone to have a voice and invite opinion from all, including quieter members of the team.
Deal effectively with ambiguous and unstructured problems and situations.
Initiate open and candid coaching conversations at all levels.
Move easily between big picture thinking and managing relevant detail.
Anticipate stakeholder needs, and develop and discuss potential solutions, even before the stakeholder realises they are required.
Contribute technical knowledge in area of specialism.
Contribute to an environment where people and technology thrive together to accomplish more than they could apart.
Navigate the complexities of cross-border and/or diverse teams and engagements.
Initiate and lead open conversations with teams, clients and stakeholders to build trust.
Uphold the firm's code of ethics and business conduct.
Job Requirements and Preferences:

Basic Qualifications:

Minimum Degree Required:
Bachelor Degree

Minimum Years of Experience:
7 year(s)

Preferred Qualifications:

Degree Preferred:
Master Degree

Preferred Fields of Study:
Computer and Information Science, Computer Engineering, Computer Management, Management Information Systems, Information Technology, Financial Mathematics, Applied Physics, Data Processing/Analytics/Science

Preferred Knowledge/Skills:

Demonstrates intimate-level abilities and/or a proven record of success managing efforts with identifying and addressing client needs.
Demonstrates a proven record of success developing, validating or auditing models within the Financial Services sector, including; the banking industry, consulting, or government regulatory positions, in the following areas: securities and derivatives valuation and risk management, including retail and/or wholesale, market and credit risk models, mortgage prepayment models, and/or complex discounted cash flow models;
Specializes in econometric and analytical modeling, statistical and machine learning techniques for analyzing large sets of financial data, including: sampling, hypothesis testing, optimization; time series, regression, decision tree, and cluster analyses;
Displays techniques for visualizing complex financial data analyses;
Utilizes working knowledge of the regulatory guidance on model risk management, including model documentation and model validation report writing;
Demonstrates abilities and/or a proven record of success in the following areas: model development, testing, documentation, and validation tasks for pricing/valuation, risk, or capital models;
Specializes in advanced statistical and/or econometric modeling utilizing SAS or R software, Excel/VBA, SQL, Python and other programming languages and applications;
Displays ability to identify and address client needs, which includes: building relationships with clients, developing an awareness of Firm services, approaching client in an organized manner, and delivering clear requests for information;
Provides problem solving skills, communicates effectively in written and verbal formats to various audiences (including various levels of management and external clients) in a professional business environment;
Displays ability to research and analyze pertinent client, industry, and technical matters;
Demonstrates ability to contributes to a positive working environment by building relationships with team members; proactively seeking guidance, clarification and feedback;
Demonstrates ability to identify, escalate and communicate potential issues and conflicts; and,
Utilizes flexibility in handling multiple tasks by prioritizing and focusing on successful execution.
All qualified applicants will receive consideration for employment at PwC without regard to race; creed; color; religion; national origin; sex; age; disability; sexual orientation; gender identity or expression; genetic predisposition or carrier status; veteran, marital, or citizenship status; or any other status protected by law. PwC is proud to be an affirmative action and equal opportunity employer.",3.8,"PwC
3.8","Chicago, IL",-1,10000+ Employees,1998,Company - Private,Accounting,Accounting & Legal,$5 to $10 billion (USD),-1
24,"Senior Business Data Analyst, Consumer Marketing","$55k-$102k
(Glassdoor Est.)","Job Title:
Senior Business Data Analyst, Consumer Marketing

Location:
US, Texas, Plano
Role Overview:


McAfee is looking for an experienced Senior Business Analyst to join our digital marketing team. You will analyze our Consumer Growth Marketing acquisition and Retention Business including digital channel performance, channel forecasting, leading root cause analysis, and more. You will provide cross-department marketing insights to influence media systems, strategy, creative and content teams. You will build internal measurement and reporting processes and implement our results dashboards. You will report to the head of customer insights and analytics.This is a high visibility role working with sales, finance, and senior business leaders.



Company Overview


From device to cloud, McAfee provides market-leading cybersecurity solutions for both business and consumers. We help businesses orchestrate cyber environments that are truly integrated, where protection, detection, and correction of security threats happen simultaneously. For consumers, McAfee secures your devices against viruses, malware, and other threats, both at home and away. We want to continue to shape the future of cybersecurity by working together to build best in class products and solutions.

About the role:
You will work with global business leads helping them with strategy discussions aiding with important insights on customer journey and on important metrics performance.
You will perform data analysis across all applicable marketing technologies, and communicate insights and recommendations based on findings
You will summarize data from multiple sources, developing assumptions where needed, to communicate insight and opportunity
You will build analysis, data visualizations, and reporting that provides important insights
You will organize our needs, collaborate in the design of diagnostic solutions, developing experimentation backlog based on opportunity ranking and achieve data products and insights
You will translate requirements into technical specifications for data and reporting teams and, conversely, technical approaches into easily digestible insights
You will work with the digital marketers to build time series, seasonality and forecasting models on demand and play a data science role.
You will develop processes and protocols for data monitoring, hygiene (e.g, validation), and other strategies that help uncover gaps and opportunities to improve the business
You will conduct cross-training sessions with team about new tools and techniques for mining customer insights
You will interpret and use data science models, interpret results, draw conclusions about findings and tell a story with data findings.
You will create informative reporting that highlights relevant business trends and opportunities for improvement
About you:
You have experience transforming data trends into useful customer insights to improve data-driven strategy and customer experience
You have professional experience in a digital role working with data, excels, business models as part of a marketing team
You have 5+ years of experience working in Digital, Traditional and B2C Marketing teams
You have a working knowledge of PowerBI, Azure, Adobe Analytics, or Google Analytics
You have experience using advanced Excel features (pivot tables, vlookups)
You have basic skills in SQL and experience with Tableau, PowerBI, or other visualization tools
You have an interest in ever-growing Internet technologies, current online trends, and marketing tactics (Search, Social, SEO, or Email)
Company Benefits and Perks:


We work hard to embrace diversity and inclusion and encourage everyone at McAfee to bring their authentic selves to work every day. We offer a variety of social programs, flexible work hours and family-friendly benefits to all of our employees.
Pension and Retirement Plans
Medical, Dental and Vision Coverage
Paid Time Off
Paid Parental Leave
Support for Community Involvement
We're serious about our commitment to diversity which is why McAfee prohibits discrimination based on race, color, religion, gender, national origin, age, disability, veteran status, marital status, pregnancy, gender expression or identity, sexual orientation or any other legally protected status.

Job Type:


Experienced Hire

Primary Location:
US, Texas, Plano

Additional Locations:
US, California, San Jose",3.6,"McAfee
3.6","Plano, TX",-1,5001 to 10000 Employees,1987,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
25,Data Analyst,"$40k-$70k
(Glassdoor Est.)","This is a contract role in the public sector. It does offer working remotely until all workers' are back in the office during this health crisis then the position will be working in the office Monday - Friday. The role is scheduled to go for about 4 months or so. Primary responsibilities include data analysis, data collection, fiscal analysis, and data sharing.

Responsibilities:

Developing and running data quality assurance programs,

Communicating findings to team and adding new QA rules and standards to programming.

Data analysis for a variety of internal and external projects and stakeholders,

Developing report-ready presentations of data in graphic and tabular form

Data collection by accessing outside data sources, such as census data, GPS data, internal statistical reporting database and others and incorporating such data into analyses.

Identifying data quality issues related to survey instruments and making recommendations for improvements,

Maintaining and modifying survey instruments.

Collaborate with IT in their efforts to develop dashboards and reports for a variety of purposes

Managing and documenting source datasets for all dashboarding projects, which involves working with IT and other teams,

Creating datasets and documentation per specifications for agency-wide data sharing.

Skills and Experience:

Bachelor's Degree

Proficient in R or SAS, and advanced Excel (mandatory)

Proficient in Access, Qualtrics, PowerBI (desirable)

Experience with fiscal analysis

Four to six years experience managing large-scale data collection efforts",3.5,"TemPositions
3.5","Sacramento, CA",-1,51 to 200 Employees,1962,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1
26,Data Analyst,"$69k-$131k
(Glassdoor Est.)","Update (Oct. 30): This job is still opening. According to previous screening landscape, good technical skills in data manipulation, especially in SQL, is a must and the client prefer candidates in Bay Area. Thanks!

Title: Data Analyst

Duration: 12 months with good extension possibility (W2 contractor)

Location: Sunnyvale, CA

Analytics team of our client (one in FLAG) leverages big data to develop and deliver data-driven tools, metrics, insights, and ultimately drive the companys monetization efforts. Were looking for a creative and technical candidate who is passionate about mining big data, turning data into insights, and making an impact through creative storytelling and timely actions. This role will be focusing on product security areas.

Responsibilities:
Create and automate reports and dashboards to track business metrics for Security areas
ETL data, clean and validate data when needed
Monitor trend metrics and quickly identify the root cause of anomaly
Analyze and draw insights from data and make recommendations based on the analysis
Develop and improve predictive models to optimize user experience and operational efficiency
Partner with cross-functional teams to lead or contribute to large-scale projects as well as ongoing operational activities
Craft compelling stories, make logical recommendations, drive informed actions
Perform Ad hoc analytics tasks
Required skills and experience:
Strong technical skills: Proficiency with SQL/relational databases (Teradata, Oracle etc.)
Experience in data analysis in Hadoop/HDFS and Hive/Pig
Experience with Python, Javascript or other scripting language, web development a plus
Candidates must have strong business mindset, logical thinking and problem solving skills
Excellent communications skills are required. Candidate must be able to explain complex problems to a variety of audience. Candidate must be able to drive meetings, presentation and lead discussions
2+ years hands-on experience in business analytics
Successful candidate needs to have a strong passion in analytics and curiosity to learn new skills in a fast-paced environment
Preferred Skills:
Experience with Tableau or other visualization tools
Advanced degree in quantitative fields - Computer Science, Engineering, Operational Research, Statistics, Economics, etc.
Powered by JazzHR",4.2,"IntelliPro Group Inc.
4.2","Sunnyvale, CA",-1,201 to 500 Employees,-1,Company - Private,-1,-1,$10 to $25 million (USD),-1
27,Data Analyst,"$36k-$66k
(Glassdoor Est.)","ICF is seeking an experienced Data Analyst to analyze and define data requirements and specifications to ensure information systems reliability and accessibility to prevent and defend against unauthorized access to systems, networks, and data in support of a large scale DoD Navy contract in Mechanicsburg, PA.



Duties & Responsibilities:
Designing, normalizing, developing, installing, and implementing databases
Maintaining, monitoring, performance tuning, backup, and recovery of databases
Installing, configuring, and maintaining database management systems software
Analyzing and planning for anticipated changes in data capacity requirements
Developing and administering data standards, policies, and procedures
Developing and implementing data mining and data warehousing programs
Evaluating and providing recommendations on new database technologies and architectures
Ensuring the rigorous application of information security/ information assurance policies, principles, and practices in the delivery of data management services
Basic Qualifications:
5+ years relevant IT experience supporting a DOD program
Bachelor's degree or equivalent experience
Security clearance required - DOD preferred
Advanced knowledge of network and systems technologies and security protocols
DOD 8570 Compliance, or the ability to quickly obtain and maintain active security certifications
Strong initiative and a personal interest in Information Technology Security
People skills and the ability to communicate effectively with various clients with the ability to explain and elaborate on technical details
Professional Skills:
Excellent written and verbal communication skills
Excellent analytical and problem solving skills
Working at ICF

Working at ICF means applying a passion for meaningful work with intellectual rigor to help solve the leading issues of our day. Smart, compassionate, innovative, committed, ICF employees tackle unprecedented challenges to benefit people, businesses, and governments around the globe. We believe in collaboration, mutual respect, open communication, and opportunity for growth. If you’re seeking to make a difference in the world, visit www.icf.com/careers to find your next career. ICF—together for tomorrow.

ICF is an equal opportunity employer that values diversity at all levels. (EOE – Minorities/Females/ Protected Veterans Status/Disability Status/Sexual Orientation/Gender Identity). For more information, please read our EEO & AA policy.

Reasonable Accommodations are available for disabled veterans and applicants with disabilities in all phases of the application and employment process. To request an accommodation please email icfcareercenter@icf.com and we will be happy to assist. All information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodations. Read more about non-discrimination: EEO is the law and Pay Transparency Statement.

Pennsylvania Client Office (PA88)",3.4,"ICF
3.4","Harrisburg, PA",-1,5001 to 10000 Employees,1999,Company - Public,Consulting,Business Services,$1 to $2 billion (USD),-1
28,Data Analyst,-1,"Who We Are

Bestow is a digital life insurance company built on full stack technology and AI. In a world in need of greater financial resilience and protection, Bestow democratizes access to smart financial products and powers some of the world’s leading consumer platforms. We are reimagining and rebuilding a 400-year-old, $7 trillion industry to create a brighter future for millions of families. And we’re just getting started.

The Bestow team is a diverse band of first principles thinkers on a mission to do good. We’re fortunate to be backed by leading investors and partners including Valar Ventures, NEA, 8VC and MunichRe.

Bestow is searching for a Data Analyst to join our fast-paced and growing data & analytics team. We are looking for someone who has experience with SQL/Python, business intelligence tools, KPI tracking, and using data to uncover actionable insights. In this role, you will be working alongside the data & analytics team to build a robust and comprehensive analytics practice to drive decision making within Bestow.

We are looking for someone who is proficient in SQL (and ideally Python) who can juggle multiple projects at once. Someone in this role will be expected to work with numerous departments within the organization, clearly communicate updates to business stakeholders, and collaborate with team members as well as handle individual work. If all of this is in your wheelhouse we would really like to hear from you!
Your Day to Day
Create reports and dashboards that clearly communicate the story behind the data to key business stakeholders
Conduct exploratory analysis with various datasets to uncover actionable insights to drive strategy and decision making; clearly communicate these findings with key stakeholders across the company
Monitor key KPIs across the company and build analysis to explain any deviations from expected thresholds
Increase BI tool adoption within the company: create training materials, lead training sessions, partner with all teams within organization to ensure they have the tools they need to be successful
Write SQL queries that clean, join, and extract data from our data warehouse to put together various types of analysis
Collaborate with data engineering team to obtain access to needed datasets and develop model for ideal data structure
Partner with data science team to build datasets and predictive models
Work closely with internal partners in underwriting, product, engineering, customer experience, finance, and other teams to ensure data integrity and consistency in reporting
A Little About You
3-5 years of relevant data and analytics experience
Exceptional quantitative skills and fluency with data and its interpretation and impact on business strategy
Strong communication skills and experience working with multiple team leads across a company
Intermediate to advanced proficiency in SQL (window functions, row number functions, CTEs, complex join logic, identifying and removing duplicates)
Familiarity with or exposure to Python
Experience working with relational databases
Exposure to or experience working with GCP products or any ETL tools/pipelines preferred
Experience with business intelligence tools (Tableau, Looker, Periscope, etc…)
Demonstrated experience communicating complex concepts with data
Great attention to detail and quality of work
Ability to handle competing priorities with shared deadlines
Bachelor’s Degree in relevant quantitative field or equivalent experience
What We Can Offer to You
Competitive salary
Stock options
Flexible schedule and work/life balance
100% company-paid health, dental, and vision insurance
Choose your computer setup (Mac or PC)
Office snacks and weekly team lunches
Team building events and activities
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

Bestow does not sponsor applicants for work visas at this time.",4.5,"Bestow
4.5","Austin, TX",-1,51 to 200 Employees,2016,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1
29,Marketing Data Quality Analyst I,"$57k-$99k
(Glassdoor Est.)","Purpose of Job
The candidate selected for this position with join an experienced Information Governance and Management team that supports USAAs enterprise strategy, marketing, corporate communications, corporate responsibility, corporate development and military affairs functions. The candidate with have the opportunity to work with the USAA Information Governance Catalog and Information Analyzer tools as part of the IBM InfoSphere platform to support Marketing technology and data transformation projects.
Manages and analyzes information using a variety of techniques and tools in alignment with USAA's Enterprise Information Standards. This role may be responsible for one or more information management function noted below:
Metadata includes defining and documenting data ensuring the information is understood. This may include working with project teams or support teams to define, redefine, or continue maintenance of the metadata.
Data Quality includes defining data quality rules ensuring data is measured and trusted. This may include working with project teams to define data quality requirements as well as ensuring ongoing assessments of data quality.
Information Lifecycle Management includes archiving and purging of data to meet the needs of the business while reducing corporate risk.
Data Security and Privacy includes managing the security of data access as well as privacy of data sharing in compliance with external regulations and internal policies. This may include working with other departments to ensure compliance to GBLA, FCRA, PCI DSS, etc.
Master Data and Reference Data includes managing key corporate data to ensure the organization can manage its operations with accurate and consistent information.
Job Requirements


Leverages intermediate data management knowledge to support in one or many of the information management functions. Tasks may include any of the items noted below:

General
Identify opportunities for improvement in processes
Participate in and possibly lead discussions with cross-functional teams.
Participate in development of best practices and tools based on business needs.
Metadata and Data Quality
Support metadata repository maintenance, access requests, and proper metadata association
Review, validate, and record metadata and data quality information.
Development of definitions, data quality rules, thresholds, and standard metrics of quality for data elements that support critical business processes.
Development of controls to mitigate data quality risks including data quality plan development, monitoring data quality results, reports and dashboards, as appropriate.
Identify and maintain data quality corrective action plans.
Support compliance assessment process by reviewing and documenting failures from data quality compliance assessment checks.
Information Lifecycle Management
Support archiving and purging activities of data
Develop archiving and purging strategies and processes
Support compliance assessment process by identifying and escalating items that may be a risk to the corporation.
Data Security and Privacy
Manage Data Access security as needed
Support Privacy initiatives through analysis of sensitive data
Ensure sensitive data is accessed and shared in accordance to defined policies and processes.
Master and Reference Data
Recommend Master and Reference Data processes and procedures to align with Enterprise Policies and Standards
Create and maintain reference data in accordance to defined processes and procedures.
Manage quality and maintenance of master data as it is created
Minimum Education:
Bachelor's Degree in a Business or Science discipline (4 years work experience in data management, data quality or business application function or related experience can be substituted in lieu of a degree in addition to the minimum years of work experience required) OR
A Master's Degree in a Business or Science discipline or a related discipline OR
A PhD in a Business or Science discipline or a related discipline
Minimum Experience:
4 or more years of experience in one or more information management functions below and any relevant tools:
Metadata
Data Quality including metrics, dashboards, knowledge of frequency and duplicate analysis, cross dataset dependencies, orphan `child data' rows, redundancy analysis, etc.
Information Lifecycle Management including archiving, purging, content and document management
Master and Reference Data
Data Security & Privacy OR
Possession of a Master's Degree in a Business or Science discipline or a related discipline PLUS 2 or more years of experience in a data management/quality analytic function. OR
Possession of a Master's Degree and PhD in a Business or Science discipline or a related discipline and 1 or more years experience in a data management/quality analytic function
*Qualifications may warrant placement in a different job level*

When you apply for this position, you will be required to answer some initial questions. This will take approximately 5 minutes. Once you begin the questions you will not be able to finish them at a later time and you will not able to change your responses.

Preferred Qualifications
Experience working in a Marketing organization
Experience using IBM InfoSphere Info Governance Catalog and Info Analyzer
Good understanding of agile principles and ways of working
Experience working with third party vendors
Can communicate well with all levels of employees in IT and business areas
The above description reflects the details considered necessary to describe the principal functions of the job and should not be construed as a detailed description of all the work requirements that may be performed in the job.

At USAA our employees enjoy one of the best benefits package in the business, including a flexible business casual or casual dress environment, comprehensive medical, dental and vision plans, along with wellness and wealth building programs. Additionally, our career path planning and continuing education will assist you with your professional goals.

Relocation assistance is not available for this position.

For Internal Candidates:

Must complete 12 months in current position (from date of hire or date of placement), or must have managers approval prior to posting.

Last day for internal candidates to apply to the opening is 08/18/20 by 11:59 pm CST time.",3.6,"USAA
3.6","San Antonio, TX",-1,10000+ Employees,1922,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
30,Data Analyst,-1,"About Us:

ActivTrak is a workforce productivity and analytics platform that helps organizations understand how people work, whether in-office or remote. Our cloud-based user activity monitoring platform collects and analyzes data and provides insights that help mid-market enterprises be more productive and compliant. We have more than 7,500 customers and over 100,000 users of our free version.

The Position & Responsibilities:

As a Productivity Lab Data Analyst, you will be directly involved in the analysis, validation and curation of workforce productivity data, turning data into insights that will help ActivTrak’s customers gain better understanding of their people and enable them to make data driven decisions across their organization.

The Data Analyst will also contribute to the development of best practices around the implementation and use of the ActivTrak platform, whether defining a strategy to combine ActivTrak data with other data sources or using ActivTrak as a stand alone solution, as a Productivity Lab Data Analyst you will play a key role helping organizations to understand how to better capture, measure and interpret workforce productivity metrics. In addition to that, this position will play a key role influencing the development of the ActivTrak platform and further the understanding of workforce productivity inside the organization.

Skills & Experience:

3+ years of experience writing, maintaining, and troubleshooting queries and data visualizations in Tableau, PowerBI, Data Studio, etc.

Deep understanding of queries and subquery mechanisms including indexes, table-valued functions and analytical functions.

Working knowledge of BigQuery and Google Data Studio.

Experience writing optimized SQL queries.

knowledge of programming languages like Python.

Curiosity and passion for problem solving (conceptually and analytically). A strong understanding of statistical analysis (simple & multiple regression) and experimental design.

Growth mindset, humility, and a burning desire to own your domain and your work.

Excellent communication skills with both technical and non-technical audiences.

Ability to deal with ambiguity and collaborate with different teams towards mutual goals.

Excellent attention to detail

Experience in Workforce Analytics will be considered a plus.

Why Should You Apply?

Learn from a dedicated team of peers and leadership. We value our team of diverse and talented individuals who come from different backgrounds and cultures

We promote employee development and growth opportunities. We care where you will be in 3, 5, and 10 years and we're invested in helping you get there

Competitive compensation packages including company stock options, bonus plan, health and dental plans, and company-sponsored 401k plan

Annual rideshare allowance

Employee referral bonuses to encourage the addition of great new people to the team

Flexible time off and vacation

Be a foundational member of the Productivity Lab

Work Environment:

Position located in Austin, TX (or Dallas, remote, or all of the above) Also offered as a remote position Limited travel Limited physical demands Moderate noise level

ActivTrak is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees. ActivTrak does not discriminate in employment on the basis of race, color, religion, sex, national origin, political affiliation, sexual orientation, marital status, disability, or age.",4.8,"ActivTrak
4.8","Austin, TX",-1,1 to 50 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
31,Data Analyst,"$29k-$38k
(Glassdoor Est.)","Smith is an entrepreneurial company with global reach, a casual environment, and limitless paths for success. For over 35 years, we’ve offered a place for driven, creative people to set and achieve ambitious goals in sales, procurement, and our supporting departments.

Opportunities await around the world. If you’re curious to see how you can help Smith grow while pursuing the next step in your own growth and development, apply today.

This Data Analyst will be responsible for data mining and building mining data tables, along with researching external methods, processes and software to provide business solutions tailored to new trends, demands and concepts. This person will need to have experience with the ETL process and strong experience with working with data coming from various sources, channels and in different formats. The candidate will also need to have the ability to structure the data for a software architect, correspond directly with clients, project or department managers, and/or business leaders to identify analytical requirements. This person will also be working with Project Managers, Architects, DBA, and Data Scientists. He or she must be comfortable utilizing both quantitative data, and qualitative knowledge. Other typical functions include but are not limited to:
Perform routine trend analyses and evaluations.
Analyze audit findings, identify trends and assist in the development of programs.
Brainstorm and form effective solutions to business problems.
Develop, maintain and assist in the implementation of programs and business solutions.
Monitor correction action follow-up from audits in business units.
Provide status reports to management, identify problem areas and verify compliance.
Clean, update and aggregate the data into more operable formatting.
Required Skills:
Bachelors Degree in MIS and/or CS.
Experience with tools such as SQL, Oracle & MongoDB.
Any ETL too experience (ex: Informatica, Oracle Data Integrator or Warehouse Builder)
Ability to work with relational and non-relational databases.
Ability to handle multiple tasks simultaneously and switch between tasks quickly.
Ability to facilitate discussion, drive consensus and build partnerships.
Detail oriented and able to work in group projects and take direction.
Excellent verbal and written communication skill is a must.
Experience as a Business Analysis is preferable.
If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!",4.1,"N.F. Smith & Associates
4.1","Houston, TX",-1,201 to 500 Employees,1984,Company - Private,Wholesale,Business Services,$1 to $2 billion (USD),-1
32,Data Analyst - Brand Strategy & Communications,"$37k-$65k
(Glassdoor Est.)","Overview


Ayco is an industry pioneer and preeminent leader of company-sponsored financial counseling services.

We believe companies best serve their stakeholders and the greater economy when their employees’ financial lives are clear, understood and in their own control. For nearly 50 years, we’ve aspired to deliver a more productive and engaged workforce to our clients by providing their employees a path to financial well-being through holistic and personalized services tailored for each stage of the career cycle—from entry-level to C-suite.

Training: Ayco has a best-in-class new hire training program, covering the technical and practical elements of the job. Initial new hire training includes a combination of classroom learning, practical exercises, and shadowing of existing associates. Through Ayco and Goldman Sachs University, new hires have access to classes that focus on building foundational professional and technical skills, to culture and learning focused training. We take a personal approach to talent development and foster an environment that values different perspectives, challenges thinking and maximizes the potential of our people. Our annual and ongoing feedback ensures our people and their managers have the information they need to excel in their careers.

Diversity & Inclusion: Ayco values the different perspectives and experiences our associates bring. The firm supports the Ayco Diversity Network, an employee-led initiative open to all associates that provides education and awareness on topics of interest to diverse communities. In addition, our firm wide diversity and inclusion efforts expand professional and career development opportunities through programs such as the Women’s Advisor Initiative to support our commitment to having the best talent at all levels.

Benefits & Wellness: From benefits to wellness, we aim to support your commitment to your job as well as your priorities and interests outside of work.

Career Advancement: Ayco offers coaching, mentoring and on-the-job learning that supports your growth and development.

Visit Ayco.com/careers for more information about the firm

Responsibilities


We have an exciting opportunity for a Data Analyst to join the Brand Strategy and Communications group in Cohoes, NY. This role sits at the intersection of marketing, product, sales, and customer engagement teams, providing measurement and reporting support for cross-channel campaigns.

• Measure and analyze marketing performance of owned channels and cross-channel campaigns (e.g., Web, SEO, Paid Ads, Affiliates, Email, Social Media, etc.) and prepare regular performance reports for the Brand Strategy team and senior management• Work with the website product owner on design of site experiments, implementing and testing personalization opportunities and A/B testing• Continually assess and audit web analytics effectiveness, funnel optimizations and ensure data is accurate • Work with team leads across marketing, engagement and sales on key growth metrics and reporting framework and lead the build of cross-channel dashboards through use of data visualization tools • Be an analytics lead to identify improvements to reporting procedures or advise on technology gaps• Support the implementation of additional analytics toolsets (e.g., Qlikview, Content Square, Tableau, etc.)• Collaborate across functions – Sales Strategy, Sales, Product, and Technology- to discover new sources of data and evangelize data-driven decision making• Mine data from existing databases and extract clear and actionable insights • Work with the Brand Strategy team to develop strong content around extracted data insights that support Ayco’s business goals • Work with the Brand Strategy team to develop, analyze and report on bespoke research studies with internal and external audiences• Work with the Lead management team to develop processes to automate the ingestion, cleaning and categorization of leads• Create reports and dashboards that track leads across the Marketing and Sales funnel, clearly tracking lead stages, lead velocity, lead conversions, revenues • Deliver on ad-hoc data requests, queries, reports and analysis as required

Preferred technology experience: • R / Python / SQL / Alteryx• Tableau / Qlikview• Adobe Analytics / Google Analytics• Adobe Campaign (reports) / Marketo / Pardot• Adobe Dynamic Tag Manager / Google Tag Manager• Adobe Target or other site personalization/recommendation tool• Salesforce / other CRM platforms

Qualifications


• Minimum 2 years of professional experience in an analytics role working full-time with Marketing or Data Analytics teams• Minimum Bachelor’s degree required; Major in data science, mathematics, statistics, engineering, computer science, business analytics or related field • Hands on analytical and measurement experience of digital channels such as Web, SEO, E-mail, Affiliates, Paid Ads, Social Media • Basic understanding of the Adobe Marketing Cloud products• Knowledge of web development technologies - JavaScript, HTML, SQL is preferred• Experience with web personalization, A/B Testing, funnel conversion optimization is preferred• Creative mindset to ideate and test concepts to optimize online and offline audience experiences and maximize user engagement for each digital channel• Experience in modeling and creating compelling insights from data• Highly organized with excellent attention to detail",3.2,"Ayco, a Goldman Sachs Company
3.2","Cohoes, NY",-1,1001 to 5000 Employees,1971,Subsidiary or Business Segment,Investment Banking & Asset Management,Finance,$500 million to $1 billion (USD),-1
