,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
209,Data Scientist,$111k-$178k (Glassdoor Est.),"WHAT WE DO MATTERS:

Here at The Knot Worldwide, we believe in doing work that matters. In 15 countries around the world, our leading family of brands (The Knot, WeddingWire, Bodas, GigMasters, The Bump, How They Asked, Lasting, and more) inspire, inform, and celebrate our communities as they move through life's milestones. From the proposal to creating a home, and starting a family together, we're there for every step of the journey. Our couples and business partners depend on us. They're all in. So are we.

ABOUT THE ROLE AND OUR TEAM:

The Knot Worldwide is in search of a full-time Data Scientist. Our Data Scientists work with stakeholders across all departments within the company. They answer strategic questions and provide insight to internal decision makers ranging from executives and senior management to product managers and team leads. They also work with our product team to develop data driven algorithms that improve features on the website.

This opening is for our Marketplace zone which connects over 2 million engaged couples with +50,000 local wedding vendors (e.g. Venue, DJ, Florist, etc.) across the US each year. This position plays an essential role in solving complex problems across our two-sided marketplace in areas such as pricing, product strategy, and go-to-market optimization.

RESPONSIBILITIES:
Create smarter product solutions for our couples and vendors
Answer strategic questions by analyzing behavioral data
Communicate, collaborate and present results to clients within The Knot Worldwide
Explore novel ways to look at our data
SUCCESSFUL DATA SCIENTIST CANDIDATES HAVE:
Master's Degree or Ph.D. preferred
Experience implementing auction based business models
Strong product experience
Proficiency in key statistical and machine learning techniques (predictive modeling, classification, clustering, text analytics, recommender systems , data mining methods, forecasting, and other advanced techniques)
Proficiency with R or Python
Familiarity with common Linux command line tasks and version control software like git or svn preferable
Ability to communicate effectively and influence others
Ability to work in a fast paced environment and shift gears quickly
At The Knot Worldwide, we believe you are more than a resume and invite you to go for it, take the leap of faith, and apply for this job if it sparks your passion to join TKWW and make a difference!

WHAT WE LOVE ABOUT YOU:
You Dream Big. You iterate and experiment to drive innovation.
You Love Our Users. You keep our global community at the center of everything you do.
You Respect All Voices. Inclusion strengthens us and powers your decisions.
You Hustle Every Day. You favor urgency and own your outcomes.
You Win Together. People are at the heart of our success and you play as a team.
WHAT YOU LOVE ABOUT US:

The Knot Worldwide offers a unique employee experience and we are deeply proud of our award-winning culture. From flexible vacation and generous parental leave benefits to promoting wellness and giving back to our community, we believe in happiness above all else—in and out of the office.

----

The Knot Worldwide provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, or disability. In addition to federal law requirements, The Knot Worldwide complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. The Knot Worldwide expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status.

--

This position is not eligible for sponsorship.

--

If you are a resident of California, by submitting your application, you acknowledge that you've read the California Privacy Notice.",3.7,"The Knot Worldwide
3.7",Remote,-1,1001 to 5000 Employees,2019,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
210,Geospatial Programmer/Data Scientist,$111k-$178k (Glassdoor Est.),"Maxar is looking for a Geospatial Programmer/Data Scientist join our team in Northern VA. We use quick iteration and regular feedback to the prototype for our government customers before ultimately discovering the perfect fit. We embed our Geospatial Programmers with analytic teams in order to create custom-tailored web apps.

Life with Us
Project: Were improving upon models that use Artificial Intelligence / Machine Learning (AI/ML) to search for and identify objects. You would be the leader in this effort to design a scalable cloud-based solution and turn it into a real-world solution.

Career: Were very serious about professional development and continuing education. We offer everyone the opportunity to define their own career trajectory. Our group has some amazing resources at its disposal specifically for this purpose. You will work with your direct supervisor, and/or a mentor, to set appropriate goals and design a plan to help you make consistent progress.

Day-to-day with your colleagues:
Youll be developing and enhancing a geospatial app and the supporting infrastructure. This app is used to facilitate greater workforce performance by:

Building and training Deep Learning models to accurately identify specified objects.

Accessing large and various data sets

Working with multiple mission partners to identify and evaluate data sources.

We work in a very Lean-Agile environment without the overhead associated with traditional Scrum. Weve eliminated unnecessary development meetings and we love it!

We work together with our govt. stakeholders in their spaces in a very free-flowing and technology-forward environment.

Minimum Requirements:
Must be a US Citizen with a current/active TS/SCI clearance with Polygraph

Bachelor's degree in a related field, e.g. Computer Science, Systems Engineering, etc.

8 years of relevant experience

Recent experience with some of the following technologies:
AWS: EC2, S3, RDS, Lambda, Cloudfront

Programming and Data Science Tools: Python or Java & experience using PyTorch, TensorFlow, or similar Machine Learning packages

Experience building and training ML computer vision models, classification or object detection

Understanding of methods for labeling training data for Machine Learning models

Experience in data engineering and methods to handle large quantities of data for Machine Learning

Linux Terminal

Preferred Skills:
Willingness to learn new tasks and tools

Experience in Continuous Integration/Continuous Delivery (CI/CD) Pipeline techniques and tools

Experience in building and publishing anaconda packages

Experience performing AI/ML projects in a cloud environment

Experience in model deployment for enterprise applications

Experience leading other developers

Strong interpersonal skills.

Exposure to GIS technologies, e.g. PostGIS, Esri ArcGIS Enterprise

#cjpost",3.5,"Maxar Technologies
3.5","Chantilly, VA",-1,5001 to 10000 Employees,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1
211,Data Scientist/ Data Automation Engineer,$111k-$178k (Glassdoor Est.),"JSR is a global leader in material sciences and chemical engineering committed to contributing to social good by supplying materials to serve future generations and providing new value today for our customers and society in the areas of digital solutions, life sciences, elastomers, and next generation solutions.
We value Innovation, Quality, Customers, and People!  JSR combines a deep Japanese heritage of materials innovation, with speed propelled by our strong customer partnerships with premier tech & life sciences companies.  Are you interested in taking JSR and your career to the next stage?
The Opportunity
The role of the successful candidate is to accelerate the technology and product development cycles through focused automation initiatives. This engineer will lead cross functional teams to develop tools and applications to manage data from multiple chemical manufacturing sites as well as quality and development data to enable proactive process management and system troubleshooting.
Collaborates with the Manufacturing teams and Digital Transformation Office to develop product roadmaps in the digital space.
Works closely with technology development, product design teams and IT teams to rapidly establish the data science infrastructure necessary to meet the above goals
Communication of project updates including status, needs, and risks throughout the management chain.
Establish Way-of-Working guidelines and deliver communication and training sessions to ensure seamless implementation of the automation framework.
About You
7+ years plus B.S. or 5+ years with M.S. desired
B.S. degree in Engineering, Data Science, Material Science, or equivalent. M.S. a plus
Experience in chemical processing, organic chemistry, and analytical chemistry a plus
Proficiency and experience with Solution Focused Thinking - evaluating current problem patterns and devising a workable plan/process/solution
Experience working in an Agile environment.
Excellent data analysis proficiency required. Ability to do data manipulation via basic scripting techniques, macros or programming languages (i.e., Python) is preferred.
Knowledge of chemical processes and basic chemical structures, reactions and interactions needed to tie data into current troubleshooting or experimental work.
Proficiency and experience with Statistical Process Control (SPC) needed.
Strong computer skills essential – JMP, Access, Excel, PowerPoint, database and statistical software experience highly desired.
Detail-oriented and strong organizational skills. Quick problem-solving skills, able to communicate in-depth to customers, internal and external.
Experience in working within a cross-functional team is necessary.
Here's More of What You'll Be Doing
Work safely by observing safety rules, policies and procedures. Identify unsafe conditions or actions to the immediate supervisor.
Perform analyses and report results with minimal supervision.
Identify and execute improvements to existing quality procedures for data analytics, following guidelines on accuracy and validation
Act as Product Owner for development of digital solutions that assist in more efficient and effective issue resolution.
Do deep, wide and detailed data analysis using existing across a variety of platforms (databases, LIMS, other operational flows).
Work on and resolve various issues with data sets, including standardization of values, units and naming conventions, as well as bigger problems with current calculation methods and any underlying assumptions behind the calculations.
Initiate and perform a variety of analyses and recommend statistically designed experiments to address customer issues with general instructions.
Maintain and verify reliability of calculation methods, language or programming behind current macros or other scripts for data analysis.
Create reports and group presentations using Excel, Access, JMP and PowerPoint, to communicate data to other teams – Production, Quality Control, R&D, Sales and Management.
Independently design experiments using statistical methods (Does) towards developing and optimizing new test methods for products and raw materials and facilitate the implementation of these procedures by educating and assisting other members of the Data Automation Team.
Work in a team environment, especially the cross-departmental Data Automation Team (Cleans Engineering, Quality Control, Production, Litho Engineering, Sales, Logistics and Materials).
Make suggestions to management for improving this position or improving work processes

JSR is an Equal Employment Opportunity and Affirmative Action Employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status.
**Recruitment agencies/Headhunter do not submit resumes/CVs through our Web site or directly to managers. JSR will not pay fees to any third-party agency or company that does not have a signed agreement with JSR. JSR do not accept unsolicited headhunter and agency resumes. **",3.8,"JSR Micro
3.8","Sunnyvale, CA",-1,51 to 200 Employees,1990,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$25 to $50 million (USD),-1
212,Data Scientist,$111k-$178k (Glassdoor Est.),"Responsibilities:
Bring Creativity to Data products.
Apply machine learning methods to a variety of finance and accounting problems.
Responsible for building and maintaining the machine learning systems, data, platform and processes.
Build, integrate and deploy machine learning solutions into the BlackLine application in collaboration with product management, cloud, engineering and data science teams.
Perform qualitative and quantitative data analysis.
Cleanse and transform raw data used in machine models.
Perform data munging, data mining, clustering & classification methods, pattern recognition.
Comfortable with statistics, calculus and multivariate analysis.
Participate in ML POCs, validate the results and develop production implementations.
Build and optimize scalable machine learning solutions in the public cloud.
Familiar with SQL, Python, R, SparkML, TensorFlow, GCP, AWS, SQL Server.
Develop production systems in Python.
Work independently to research and solve business and technical problems.
Plan their work individually and as part of a team.
Mentor and train other Data Scientists on the team.
Qualifications:
Strong practical experience with machine learning techniques in the industry, accounting and financial industries is a plus.
Extensive experience solving analytical problems using quantitative approaches.
Experience with machine learning algorithms for building ML models, their accuracy, cleanliness, reliability.
Experience with predictive and prescriptive analyses, modeling, and segmentation.
Have strong passion for empirical data research for practical applications.
Ability to communicate complex quantitative analysis in clear, precise, and actionable
Comfortable with complex, high-volume, high-dimensionality data from varying sources.
Very comfortable with data engineering methods and pipelines.
Expert knowledge of analysis tools such as R, Matlab, or SAS
Experience with data warehousing, relational databases, ETL, BI, data mining.
Experience in SQL, R, Python languages.
Strong familiarity with GCP and AWS, SQL Server.
Practical experience with GIT version control.
Comfortable working with open source tools in a Unix/Linux environment.
Experience with and ownership of data-informed decision-making.
Experience translating business requirements into functional, and non-functional requirements.
Strong sense of product and data ownership.
Works independently without the need for supervision.
Strong written and verbal skills – able to explain the work in plain language.
MS/PhD in Computer Science or other quantitative disciplines",3.9,"BlackLine
3.9","Woodland Hills, CA",-1,501 to 1000 Employees,2001,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
213,Electromagnetics Scientist,$111k-$178k (Glassdoor Est.),"Returning Candidate? Log back in to the Career Portal and click on 'Job Browsing/History' and find the job you're looking for.

2020-021-EGR: Electromagnetics Scientist

Directorate Engineering & Support Solutions
Location Wright-Patterson AFB, OH
Riverside Research has an immediate opening in the Beavercreek, Ohio area for an Electromagnetics Scientist. The candidate will perform modeling analysis of EM interactions with various materials in defined configurations.

All Riverside Research opportunities require U.S. citizenship.

IND2

Job Responsibilities:
• Provide analysis of Effects for models
• Provide support for field testing materials and sensors under high power RF and laser illumination
• Perform and coordinate analysis with project sponsor
• Perform modeling and simulation for RF/EM characterization and design
Job requires 40 - 80 days of travel to include weekends and international travel
• Other duties as assigned

Qualifications:
• Masters degree in related science or engineering field or equivalent experience. PHD preferred.
• Must currently have a Secret level security clearance. Preference will be given to those holding an active TS with SCI eligibility
• 5 years of experience with High Power Microwave (HPM)/Electromagnetic Pulse (EMP) measurements and related data interpretation
• Experience in EM/RF modeling and simulation
• Experience in signal analysis and composites; hands on work with aircraft and/or missile components
• Experience with MATLAB, Microwave Studio, and/or Python. Security + certification desired
• Ability to work as both an individual as well as a member of a team
• Exceptional communication skills, both oral and written
• Other duties as assigned

Resumes must demonstrate specialized experience that is typically in or related to the work of the position to be filled and also demonstrate particular knowledge, skills, and abilities, to successfully perform the duties of the position.

Desired Qualifications:
• Preference will be given to those holding an active TS with SCI eligibility
• Security + certification desired

Riverside Research strives to be one of America’s premier providers of independent, trusted technical and scientific expertise. As we continue to add experienced, technically astute staff, we are looking for highly motivated, talented team members that can help our DoD and Intelligence Community (IC) customers continue delivery of world class programs. As a not-for-profit, technology-oriented Defense Company, we believe service to customers and support of our staff is our mission. Our goal is to serve as a destination company by providing an industry-leading, positive, and rewarding employee experience for all who join us. We aspire to be a valued partner to our customers and to earn their trust through our unwavering commitment to achieve timely, innovative, cost-effective and mission-focused solutions.

All positions at Riverside Research are subject to background investigations. Employment is contingent upon successful completion of a background investigation including criminal history and identity check.

This contractor and subcontractor shall abide by the requirements of 41 CFR 60-741.5(a). This regulation prohibits discrimination against qualified individuals on the basis of disability, and requires affirmative action by covered prime contractors and subcontractors to employ and advance in employment qualified individuals with disabilities.

This contractor and subcontractor shall abide by the requirements of 41 CFR 60-300.5(a). This regulation prohibits discrimination against qualified protected veterans, and requires affirmative action by covered contractors and subcontractors to employ and advance in employment qualified protected veterans.

Apply Now",3.4,"Riverside Research Institute
3.4","Wright Patterson AFB, OH",-1,501 to 1000 Employees,1967,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),-1
214,Data Engineer,$111k-$178k (Glassdoor Est.),"The Data Engineer will be responsible for expanding and optimizing our data and data pipeline architecture. The ideal candidate is experienced at data wrangling, enjoys data systems, and enjoys building things from the ground up. The data engineer will support the analytics teams at our client’s site by creating processes and programs to ingest the many unstructured files we receive, transform the data into a standard form and load it into the ecosystem. The right candidate will be excited with the prospect of optimizing and redesigning the client’s data architecture for the next set of data initiatives.
Use tools to build processes to extract, transform and load data from multiple sources
Assemble complex data sets that meet business requirements
Identify, design and implement processes to automate manual processes
Create structured datasets from unstructured data from multiple sources
Experience working with cross-functional teams in a dynamic environment
QUALIFICATIONS
3-5 years of experience with SQL query language plus experience creating complex queries
3-5 years of experience with Hadoop; specifically, Hive, HiveQL and HDFS
3-5 years of experience building processes supporting ETL work
1-3 years of experience building and optimizing big data pipelines and data sets
1-3 years of experience with programming languages: Python, Scala, PySpark
Strong Analytical skills
Bachelor’s Degree in Computer Science, Statistics, Information Systems or some other related field
OneMagnify powers business performance for its clients with actionable analytics, compelling marketing communications through brand strategy, and technology solutions for companies here and around the world. We think that’s pretty cool, making us an exciting place to work. But there is so much more to this employee-centric company. For example, it’s all the fun and important things we do—like our charitable giving team program, summer poker walks, quarterly cake day and, of course, the creative client solutions we deliver daily. It all stems from a culture of caring—for each other, our clients and the world around us.

OneMagnify is an equal opportunity employer.
OneMagnify is an Equal Opportunity Employer.",4.7,"OneMagnify
4.7","Dearborn, MI",-1,201 to 500 Employees,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
215,Medical Lab Scientist / MLT (ASCP Certified) - Molecular/Micro,$111k-$178k (Glassdoor Est.),"Job Summary:

ASCP or AMT Certification is required for this role. MLS and MLT will be considered.

We have openings available on Evening and Night shift.

Cleveland Clinic is offering a $2,500 sign on bonus (external new hires).

Diploma and transcripts must be provided prior to interviewing. Education will be verified. Education outside of the USA requires diploma & transcripts translated into English and proof of foreign equivalency from a reputable agency.

Performs and interprets tests at all complexity levels. Demonstrates an understanding of the theory and scientific principles of laboratory testing as well as the technical, procedural and problem solving aspects. Correlates abnormal laboratory data with pathological states, determines the validity of test results and the need for additional tests. Determines the validity of test results through the monitoring and/or verifying of quality controls, standards, etc. Communicates test results, reference ranges, specimen requirements, and other pertinent information to authorized sources.

Job Responsibilities:

Follows the laboratory's procedures for specimen handling and processing, test analyses, reporting and maintaining records of patient test results.
Performs laboratory testing in a compliant manner.
Maintains regulatory knowledge and awareness as it pertains to specific job duties.
Adheres to the laboratory's quality control policies, document all quality control activities, instrument and procedural calibrations and maintenance performed.
Assumes responsibility for and takes action regarding any quality control or quality assurance issues as it pertains to specific job duties.
Maintains instruments and equipment in accordance with manufacturer’s specifications.
Assumes responsibility for good documentation practices and maintains clear and legible records.
Performs proficiency testing in compliance with Clinical Laboratory Improvement Amendments (CLIA) regulations i.e. analyze proficiency survey sample in the same manner as a patient specimens, no communication with other CLIA laboratories, complete record retention and accurate documentation and result reporting.
Assumes responsibility for participation in continuing education, professional development and required annual competency assessment.
Follows the laboratory's established policies and procedures whenever test systems are not within the laboratory's established acceptable levels of performance.
Identifies problems that may adversely affect test performance or reporting of test results and either must correct the problems or immediately notify the General Supervisor, Technical Supervisor, Clinical Consultant, or Laboratory Director.
Exercises good judgment, analytical and problem solving/troubleshooting skills.
Recommends solutions and improvements.
Documents all corrective actions taken when test systems deviate from the laboratory's established performance specifications.
May function in an educator and provides instruction and training in theory, technical skills, safety protocols, and the application of laboratory test protocols to students, employees, residents, etc.
Other duties as assigned.

Education:

Bachelor's degree in a chemical, physical, biological or clinical laboratory science or medical technology from a four-year college or university.

OR

Meets the CLIA qualifications for high complexity testing personnel grandfathering clauses.
See Code of Federal Regulations, Title 42, §493.1489(b)(3), §493.1489(b)(4), §493.1489(b)(5), §493.1491 Standards; High Complexity Testing Personnel Qualifications.
Diploma and/or transcripts must be provided.
Education will be verified.
Education outside of the United States requires diploma/transcripts translated into English and proof of foreign equivalency from by an HHS approved agency or nationally recognized organization such as NACES (National Association Credential Evaluation Services, Inc) or AICE (Association of International Credential Evaluators, Inc).

Certifications:

Certification as a Medical Technologist (MT) or certification eligible preferred, from the American Society of Clinical Pathology (ASCP) or American Medical Technologists (AMT).

Competencies (Complexity of Work):

Requires critical thinking skills, decisive judgment and the ability to work unsupervised or with minimal supervision.
Must be able to work in a stressful environment and take appropriate action.

Work Experience:

None Required

Physical Requirements:

Physical demands include: Visual acuity to study specimens under a microscope.
The ability to distinguish colors.
Fine motor skills and manual dexterity to handle specimens and lab equipment required to process specimens and repair equipment.
May be required to stand for long periods of time.
Light lifting may be required.
May be exposed to hazardous chemicals, biohazards, radioactive materials, etc.

Personal Protective Equipment:

Follows standard precautions using personal protective equipment as required.

#LI-EM1

Keywords: Medical Technologist, MLT, MLS, MT, ASCP, AMT, laboratory, lab, testing, pathology

The policy of Cleveland Clinic and its system hospitals (Cleveland Clinic) is to provide equal opportunity to all of our employees and applicants for employment in our tobacco free and drug free environment. All offers of employment are followed by testing for controlled substance and nicotine. Job offers will be rescinded for candidates for employment who test positive for nicotine. Candidates for employment who are impacted by Cleveland Clinic’s Smoking Policy will be permitted to reapply for open positions after 90 days. Decisions concerning employment, transfers and promotions are made upon the basis of the best qualified candidate without regard to color, race, religion, national origin, age, sex, sexual orientation, marital status, ancestry, status as a disabled or Vietnam era veteran or any other characteristic protected by law. Information provided on this application may be shared with any Cleveland Clinic facility.

Cleveland Clinic is pleased to be an equal employment employer: Women/Minorities/Veterans/Individuals with Disabilities",3.8,"Cleveland Clinic
3.8","Cleveland, OH",-1,10000+ Employees,1921,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),-1
216,Data Science Analyst,$111k-$178k (Glassdoor Est.),"Description

Job Description:

We have an exciting opportunity for a Data Science Support Analyst to support a client’s requirements in a challenging, dynamic setting located in the Washington Metropolitan Area. The position is for the Pathfinder contract. This Analyst will be responsible for constructing scripts and configuration controls to facilitate analysts performing repeatable complex database queries in multiple databases. This Analyst will be responsible for creating automated-scripting to assist analysts with data discovery. The Analyst will be required to work both independently and collaboratively with teams to create solutions in support of the customer.

Requirements:

• 3 to 10 years of experience is required

BA/BS degree is required. However, 6 years of work experience may be substituted

for a Bachelor's degree

Knowledge of IC mission, organizations, policies, procedures, and requirements

• Experience in IC related data science research and analysis

Experience supporting complex data science and analytic projects
Experience/knowledge of computer science concepts including programming, statistics, data architecture, and data analytics
Skill and experience in programming, statistics, and/or data architecture
Experience with quantitative and qualitative content analytics
Experience constructing and performing complex database search queries across multiple databases
TS/SCI with Polygraph security clearance is required

External Referral Bonus:
Eligible

Potential for Telework:
No

Clearance Level Required:
Top Secret/SCI with Polygraph

Travel:
No

Scheduled Weekly Hours:
40

Shift:
Day

Requisition Category:
Professional

Job Family:
Software Development

Leidos is a Fortune 500® information technology, engineering, and science solutions and services leader working to solve the world's toughest challenges in the defense, intelligence, homeland security, civil, and health markets. The company's 33,000 employees support vital missions for government and commercial customers. Headquartered in Reston, Virginia, Leidos reported annual revenues of approximately $10.19 billion for the fiscal year ended December 28, 2018. For more information, visit www.Leidos.com.

Pay and benefits are fundamental to any career decision. That's why we craft compensation packages that reflect the importance of the work we do for our customers. Employment benefits include competitive compensation, Health and Wellness programs, Income Protection, Paid Leave and Retirement. More details are available here.

Leidos will never ask you to provide payment-related information at any part of the employment application process. And Leidos will communicate with you only through emails that are sent from a Leidos.com email address. If you receive an email purporting to be from Leidos that asks for payment-related information or any other personal information, please report the email to spam.leidos@leidos.com.

All qualified applicants will receive consideration for employment without regard to sex, race, ethnicity, age, national origin, citizenship, religion, physical or mental disability, medical condition, genetic information, pregnancy, family structure, marital status, ancestry, domestic partner status, sexual orientation, gender identity or expression, veteran or military status, or any other basis prohibited by law. Leidos will also consider for employment qualified applicants with criminal histories consistent with relevant laws.",3.6,"Leidos
3.6","McLean, VA",-1,10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
217,Data Scientist,$111k-$178k (Glassdoor Est.),"As a part of the Data Science team, you will run the development of next-generation platforms for customers micro-segmentation, clusterization, behavior analysis, and prediction as well as building up new improved recommendation systems for the customers.

You will use your expertise to design data science models and frameworks, data processing pipelines, and lead efforts of the ML models productization.

You will use project management skills to manage the deliverables and ensure all stakeholder work is complete on time. You will also manage stakeholder communications and present your project across a wide spectrum of management levels.

The position requires excellent communication skills and experience working directly with technical teams as well as with business stakeholders. Being able to present findings in a meaningful and clear way is a must.

Responsibilities:
Work with a team of skilled data scientists
Plan the R&D process to fit sprint goals as well as the project milestones.
Drive the collection, cleaning, processing, and analysis of new and existing data sources.
Lead ML models development using Python/Tensorflow/Keras/Spark stack.
Communicate with business stakeholders to clarify their requirements and present the teamwork results.
Requirements:
Bachelors or Masters Degree in Computer Science or relevant field and with 3+ years’ experience in related data science and software engineering roles.
Experience with look-alike modeling and sequential-input models, RNNs (LSTM, GRU, etc.)
Strong working experience in Python, SQL and NoSQL DBs.
Practical skills in usage of big data technologies and tools including Hadoop, MapReduce, Hive, Spark.
Fluency in such technologies like Scikit-learn, Pandas,Tensorflow, keras, gensim, stanfordNLP, PySpark.
Great communication and presentation skills. Proven ability to present progress made by the team to senior business management and the project stakeholders.
Familiarity with Container Development (using dockers)
Familiarity with cloud ML Platforms (Google AI Platform, Amazon Sagemaker, MS Azure AI Platform) is a plus.
We offer:
Opportunity to work on bleeding-edge projects
Work with a highly motivated and dedicated team
Very competitive salary
Flexible schedule
Medical insurance
Benefits program
Corporate social events
Professional development opportunities
NB:

Placement and Staffing Agencies need not apply. We do not work with C2C at this time. At this moment, we are not able to process H1B transfers. Applicants with CPT and OPT visas are welcome to apply.

About Us:

Grid Dynamics is the engineering services company known for transformative, mission-critical cloud solutions for retail, finance and technology sectors.

We architected some of the busiest e-commerce services on the Internet and have never had an outage during the peak season.

Founded in 2006 and headquartered in San Ramon, California with offices throughout the US and Eastern Europe, we focus on big data analytics, omnichannel services, DevOps, and cloud enablement.",3.9,"Grid Dynamics
3.9","Plano, TX",-1,1001 to 5000 Employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),-1
218,Scientist,$111k-$178k (Glassdoor Est.),"We are looking for a highly motivated scientist to join the Discovery Immuno-Oncology group at Jounce Therapeutics. The successful candidate for this position will play a leading role within a team of scientists engaged in the discovery and testing of novel cancer immunotherapeutic biologics. Responsibilities include designing, developing, and conducting experiments aimed at identifying optimal therapeutic candidates, understanding the mechanism of action of our therapeutic molecules (mostly monoclonal antibodies), as well as playing a key team role in supporting a program from discovery to development. Management of one or more research associates is expected. The candidate must be capable of working across functional groups and communicating results with scientists from diverse backgrounds. The ideal candidate should be a highly motivated self-starter capable of working independently and as part of a team.
Responsibilities:
Manage and lead one or more research associates.
Provide both immuno-oncology guidance and technical expertise to a cross-functional team.
Lead the development and execution of a novel discovery program
Active management of experimental activities and delivery of data in accordance with program and corporate timelines.
Thorough documentation of experiments and communication of results across functional teams.
Drafting documents in support of regulatory filings.

Doctoral degree (PhD., M.D., M.D./Ph.D.) or equivalent in Immunology or Cancer Immunology, postdoctoral experience of 1-4 year, with industry experience a plus.
S/he will have a strong background in Immunology, with an excellent understanding of the role of immune cells in influencing cellular adaptive and innate immune responses, and experience working with biologics.
Extensive experience with in vitro and ex vivo immunological assays (multi-parameter flow cytometry, immune cell sorting and isolation, etc.)
Publications in top tier journals, and/or patents
Excellent organizational, communication and presentation skills
Strong interpersonal skills and a desire to bring novel therapeutics to patients is key
Able to thrive in a highly collaborative, fast-paced, team-oriented environment with colleagues from diverse disciplines but with the capacity to work independently.
Ability to think creatively and critically to make a measurable impact on projects is an important aspect of this role.
Additional Qualifications
Experience with in vivo, immune system-related mouse models and/or syngeneic mouse tumor models is advantageous.

Jounce Therapeutics is an equal opportunity employer and does not discriminate in its employment decisions on the basis of race, color, national origin, age, physical or mental disability, marital status, religion, creed, sex, or political beliefs. We offer a competitive salary and benefits package. All applicants should be legally entitled to work for any employer in the U.S.
To apply, please visit https://careers-jouncetx.icims.com/.

Jounce Therapeutics, Inc. is a clinical-stage immunotherapy company dedicated to transforming the treatment of cancer by developing therapies that enable the immune system to attack tumors and provide long lasting benefits to patients through a biomarker-driven approach. Through the use of its Translational Science Platform, Jounce first focuses on specific cell types within the human tumor microenvironment to prioritize targets, and then identifies related biomarkers designed to match the right immunotherapy to the right patient. Jounce currently has four development-stage programs, two of which are clinical-stage: vopratelimab, a monoclonal antibody that binds to and activates ICOS, and JTX-4014, a PD-1 inhibitor intended for combination use with Jounce’s broader pipeline. Vopratelimab is currently being assessed in a Phase 2 clinical trial, EMERGE, and Jounce plans to initiate an additional Phase 2 biomarker trial using TISvopra for patient selection, SELECT, to assess vopratelimab in combination with JTX-4014. Jounce’s IND-enabling preclinical programs include JTX-8064, a LILRB2 receptor antagonist and JTX-1811, a monoclonal antibody designed to selectively deplete T regulatory cells in the tumor microenvironment. For more information, please visit www.jouncetx.com.",4.4,"Jounce Therapeutics
4.4","Cambridge, MA",-1,51 to 200 Employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD),-1
