,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
86,Data Science Support Analyst (Journeyman),$65k-$79k (Employer Est.),"Job Description BAE Systems is seeking to hire multiple Journeyman Data Science Support Analysts to help support counterterrorism intelligence integration on a multifaceted U.S. Government program. The Journeyman Data Science Support Analyst will leverage numerous analytic tools and databases to evaluate information that bolsters the U.S. Governments response to and prevention of potential threats to the homeland and interests abroad.

The Journeyman Data Science Support Analyst is responsible for constructing scripts and configuring controls to support analysts performing repeatable complex database queries in multiple databases. This role is responsible for creating automated-scripting to assist analysts with data discovery. Responsibilities include working independently and collaboratively to identify and implement solutions.

PF1Required Skills and Education
Degree : BA/BS in a technical field such as mathematics, engineering, or computer science (6 years of work experience may be substituted for a Bachelor's degree)
Experience supporting complex data science and analytic projects
Experience/knowledge of computer science concepts including programming, statistics, data architecture, and data analytics
Experience with quantitative and qualitative content analytics
Excellent reading comprehension skills
Detail-oriented with a proficiency for researching, analyzing, and prioritizing intelligence reports and cables
Ability to work with IC tools and databases
Strong problem-solving, analytic, and written and oral communication skills
Excellent attention to detail and ability to accurately follow SOPs
Ability to work shift work/extended hours
Strong interpersonal skills and the ability to work well both independently and in a team environment
Preferred Skills and Education
Demonstrated knowledge of intelligence analysis and experience with synthesizing large amounts of data
Familiarity with analytic tools; experience with constructing and performing complex database search queries across multiple databases
Proficiency with software applications/databases used in support of research and analysis for the U.S. Government
About BAE Systems Intelligence & Security BAE Systems Intelligence & Security, based in McLean, Virginia, designs and delivers advanced defense, intelligence, and security solutions that support the important missions of our customers. Our pride and dedication shows in everything we dofrom intelligence analysis, cyber operations and IT expertise to systems development, systems integration, and operations and maintenance services. Knowing that our work enables the U.S. military and government to recognize, manage and defeat threats inspires us to push ourselves and our technologies to new levels. Thats BAE Systems. Thats Inspired Work. Equal Opportunity Employer/Females/Minorities/Veterans/Disabled/Sexual Orientation/Gender Identity/Gender Expression. To see Inspired Work in action, visit www.baesystems.com and follow us on Facebook: www.facebook.com/baesystemsintel.",3.7,"BAE Systems USA
3.7","McLean, VA",-1,10000+ Employees,1999,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1
87,Data and Policy Analyst - Writer/Coordinator,$65k-$79k (Employer Est.),"Job Description

At Acumen, LLC / The SPHERE Institute, Data and Policy Analysts provide analytical support for research and consulting projects for government and private clients, primarily in the area of health policy. This position is responsible for managing and analyzing data, researching and interpreting policy, and communicating findings to multiple audiences.

Data and Policy Analysts perform a wide array of functions as part of the research process. Those applicants interested in focusing on writing/coordinating will help create and report descriptive statistics, conduct literature searches, independent research and summarize findings, coordinate project activities and communications among diverse groups of internal and external clients and team members, interpret study specifications, research findings and quantitative analyses for relevant audiences, prepare project reports, memos, presentations and proposals, deliver technical assistance and presenting findings to clients, and perform other duties as assigned.

Required Skills

As we review your materials, we are looking for candidates who best exemplify the following qualifications:

Qualifications Required
Bachelor’s degree in a quantitative, public policy, or related field or equivalent relevant experience
Good quantitative analytical skills
Good oral and written communication skills
Good organizational skills and strong attention to detail
Familiar with one or more of the following technical competencies: statistics programming, policy writing, research methods documentation, or project management
Able to demonstrate initiative, critical thinking, and problem-solving
Able to work in a team-oriented environment
Able to prioritize tasks and meet deadlines in a fast-paced environment
Demonstrated aptitude and enthusiasm for learning
Qualifications Desired
Demonstrated interest in health and social policy
Any application without a cover letter will not be considered. Transcripts and writing samples are not required, however highly preferred and may be requested. We ask that you submit an application for only one office location. We are excited to review your application and look forward to seeing how you may best contribute to our work.

Job Location

Burlingame, California, United States

Position Type

Full-Time/Regular",3.4,"Acumen
3.4","Burlingame, CA",-1,201 to 500 Employees,1996,Company - Private,Federal Agencies,Government,$10 to $25 million (USD),-1
88,Jr. Business Data Analyst (position added 9/10/2020),$65k-$79k (Employer Est.),"Fall 2020 Update from WebFX: We're still actively hiring and conducting interviews via video conferencing

Hi there! We're WebFX, a full-service digital marketing agency based in the US. We've been named the Best Place To Work in Pennsylvania 5 times in a row and we'd love to meet you. We're looking for people to join our mission to provide world-class digital marketing solutions to mid-size businesses around the world. We get super excited about driving business growth for our clients and are looking for people who take pride in their marketing work and enjoy having a little fun at the same time.

What We're Looking For

Desired Education
Bachelor's Degree in Marketing, Advertising, Business, Business Information System, Management of Information Systems, or Statistics (GPA above a 3.4)

General Knowledge
Solid understanding of interpreting business analytics
Strong data analysis skills
Solid Understanding of the Internet

Experience
Should have customer service experience in any industry
Part time/summer job/internship experience is a must
Basic HTML or data manipulation software experience (a plus)
Experience with Google Analytics (a plus)

Qualities
Stays up to date on new changes to the web and actively reads several blogs
Professional, dependable, solid work ethic
Solid analytical skills and ability to make decisions based on data
Passion for research and deep-diving into business analytics
Excellent time/project management skills
Approaches problem solving proactively and in a professional manner
Creative problem solving abilities
Detail-Oriented
Self-motivated
Ability to meet deadlines

What You'll Do

Responsibilities
Gather and analyze campaign data
Consult with clients about their business goals and propose solutions and strategies that meet their needs
Analyze competitors’ websites and online marketing initiatives
Perform industry analysis and forecasting of trends
Interpret web analytics, demographic data, market research, and buyer behaviors
Optimizing client websites for search engines (on-page SEO)
Create and manage all aspects of SEO, PPC, and paid search ad campaigns for clients
Manage email marketing, website analysis and online advertising programs
Prepare monthly digital marketing campaign reports
Correct technical issues on the backend of website
Perform A/B, website usability, and website conversion rate testing
Responsible for driving client success on the web

Percentage Breakdown
5% analyzing clients’ competitors
10% writing ad copy, emails, etc.
10% working in the backend of websites/fixing technical issues
10% creating revenue, ROI and traffic reports for client campaigns
10% managing client projects and ad campaigns
15% performing industry, demographic and market research, and trend forecasting
20% client strategy and analytics
20% client interaction- phone calls, emails, in-person meetings
Note: The Jr. Business Data Analyst is a client-facing position

Training
Our “Bootcamp” web marketing training program will be provided for new WebFX “family members”.
On-site, state-of-the-art training amenities to facilitate departmental trainings, trend watch reports, and monthly Lunch-and-Learns

What You'll Get

Opportunities for Growth
WebFX grew 250%+ over the past 3 years, and merit-based promotional opportunities are abundant for new family members who meet or exceed position performance metrics.

Potential Promotional Path for Jr. Business Data Analyst:
Digital Marketing Research Consultant
Director of Digital Marketing
Sr. Digital Marketing Research Consultant

Compensation
$36,500 to $39,500 (potentially higher based on work experience)
Potential additional bonus may be offered for GPA's of 3.8+
Potential additional bonus may be offered for attending an elite college or university & graduate with high honors

Candidates interested in the Jr. Business Data Analyst position may also have interest in:
Digital marketing, online marketing, paid advertising, search marketing, inbound marketing, web marketing, content marketing, PPC, SEO, SEM, blogging, writing, editing, research, communications, entry level positions, etc.
WebFX Perks & Benefits
Flexible Schedule
Pet Friendly Office
Profit Sharing
Little Amps Coffee & Tea Bar
Yoga
On-site Fitness Center
150% Company Match Of Personal Charity Donations
Supplemental Insurance
IRA With Company Matching
Generous Paid Time Off
Employee Wellness Program
FXLearns Library
Activity Groups
Humanitarian Trips
Health/Vision/Dental Coverage
New Parent Support
Casual Dress Code
Home Buyer Program
Personal Desk Fund
Green Commute Benefits
Pawternity Leave",4.7,"webfx.com
4.7","Harrisburg, PA",-1,201 to 500 Employees,1997,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),-1
89,Journeyman Data Analyst,$65k-$79k (Employer Est.),"Position Description


Dynetics, a wholly owned subsidiary of Leidos, is seeking a talented Data Analyst to join a diverse team to create unique solutions for complex problems related to Test and Evaluation of Aircraft Survivability Equipment. With offices across the United States engaging in the defense, space, cyber and commercial fields, Dynetics provides responsive, cost effective engineering, scientific and IT solutions.

This position provides data analysis and testing support for Electro-Optical/Infrared (EO/IR) sensors, Infrared Countermeasures (IRCM), and other threat warning equipment on aircraft and/or ground platforms for the PMO Aircraft Survivability Equipment (ASE) in order to improve the survivability of US aircraft and soldiers by fielding new ASE products.

This candidate will analyze system data and performance and utilize statistical tools to inform decision makers on product effectiveness during on-site field testing. The candidate will then perform deep-dive analysis of gathered test data, develop an in-depth post-test mission analysis briefing, and write a final report. In addition to these main tasks, the candidate will learn to support pre-test mission planning such as writing test plans, developing test matrices, and participating in test readiness reviews.

Travel in support of field test planning and execution will be part of the normal work rhythm in this position. Candidate will develop data gathering and analysis tools using MATLAB and new candidates will be mentored on this process during until they become independent.

IND3
Basic Qualifications


A Bachelor's degree from an ABET accredited college in Engineering, Science, or related technical discipline is required with work at least three (3) years of relevant work experience.

Candidate must have exhibited strong academic performance in math, have an interest in statistical analysis, have experience developing software tools, have demonstrated a propensity for attention to detail, and must be able to work well within a large, dynamic, and diverse team.

Candidates must be able to convey:
An ability to understand data analysis requirements and develop plans to meet those requirements
Solid people and communication skills
Maturity required to work with minimal guidance
Capable and comfortable presenting results to a large audience
Demonstrated performance of MATLAB or related programming coursework and/or skills
Demonstrate understanding of complex technical equipment
Candidate must be a resident of the North Alabama area or willing to relocate to the Huntsville - North Alabama, AL area.

Other Qualifications


Candidate must have an active security clearance.

Preference will be given to candidates with an engineering degree and at least 5 years of work experience or a graduate degree.

Product or system test and/or data analysis experience is desired.

Statistical and/or Design of Experiments (DOE) coursework or experience is preferred.

Security Requirements


Candidate must be a US Citizen and possess (as well as maintain) a Final Secret Clearance.
Job Number:
01.02.03-292

Closing Date:
09/30/2020

#CJ

#LI",4.1,"Dynetics
4.1","Huntsville, AL",-1,1001 to 5000 Employees,1974,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1
90,Data Analyst,$65k-$79k (Employer Est.),"Company Overview:
Age of Learning is a leading education technology innovator based in Glendale, California, with a talented team of more than 600 individuals comprised of nationally-renowned educators, curriculum experts, developers, artists, writers, designers, engineers, producers, product managers, analysts and marketing experts! Together we develop engaging, effective digital learning technology and content to help children build a strong academic foundation for lifelong success.
Our flagship product ABCmouse.com Early Learning Academy® is a comprehensive online curriculum and the #1 digital learning product for young children. To-date, more than 30 million children worldwide have completed over 7 billion Learning Activities on ABCmouse. We recently launched Adventure Academy, the first massively multiplayer online (MMO) game designed specifically to help elementary- and middle-school-aged children learn. It features thousands of engaging Learning Activities—including minigames, books, original animated and live action series, and more—in a fun and safe virtual world. Other Age of Learning programs include immersive English language learning products for children in China and Japan; ReadingIQ, a digital library and literacy platform; and a groundbreaking personalized, adaptive digital learning system that individualizes math instruction for every child through AI-driven technology.

We are committed to helping all children succeed. We provide our educational programs at no cost to teachers, Head Start programs, public libraries, and other community organizations, and have served millions of children through these initiatives. We recently established the Age of Learning Foundation to expand this work globally.
As we expand our global reach and increase the educational impact of our programs, we’re looking for passionate, ambitious, and collaborative leaders to become a part of our growing team.


Summary:
We are seeking a strong, highly-motivated, results-oriented Data Analyst to help conduct in-depth analyses and derive relevant insights. You will be an integral part of a newly-formed central analytics team and your work will influence business operations and strategy throughout the company.
Responsibilities:
Partner closely with stakeholders from a variety of teams, including the executive team, curriculum, brand marketing, partnerships, strategy and customer success, to surface insights and learnings that solve key business challenges
Create, report and interpret key metrics to assess performance, measure the impact of strategic initiatives, and identify ways to grow revenue and reduce costs
Support A/B and multivariate testing of user behavior to inform media tactics, audience acquisition and targeting, churn, lifetime value, product and content recommendations and personalized experiences
Create beautiful and informative automated/real-time dashboards and visualizations
Identify actionable insights that positively affect both company revenue and learning outcomes for children
Drive data capture and data integrity requirements while partnering with other teams so that the right data is captured
Maintain vigilant eye on data quality
Communicate results to technical and non-technical stakeholders
Required Qualifications:
At least 2 years in an analytical/product focused role, preferably from a digital environment
Bachelor's degree in a quantitative field; or two to four years related experience and/or training
Must be able to understand and analyze data, synthesizing large volumes of data and complex questions into clear analyses and actionable findings.
Strong analytical reporting skills and visualization skills
Knowledge of statistic, including hypothesis testing, distributions and correlation and regression analysis
Proficient in SQL and at least one visualization tool, preferably Tableau
Collaborative problem-solving skills with an entrepreneurial attitude and results-oriented mind set
Ability to identify edge cases and solve practical problems
Hard-working, curious, motivated team-payer who is passionate about data
Preferred Qualifications:
Experience with testing and optimization a plus, ideally in a digital environment
Experience in games or education a plus
We Provide:
Medical, Dental, Vision + 401k
Highly competitive PTO policy
Casual Dress Code
Snacks + Drinks (Coca Cola Freestyle Machine)
Gaming room including an Arcade (2,000+ games)
Frequent team and company outings
Limitless opportunities for professional growth!",3.2,"Age of Learning
3.2","Glendale, CA",-1,501 to 1000 Employees,2007,Company - Private,K-12 Education,Education,$100 to $500 million (USD),-1
91,Senior Data Analyst,$43k-$84k (Glassdoor Est.),"Our Mission
We’re here to create a safer, happier and more mindful future for all with the help of data science, engineering, design, and mobile technology. We're starting by reinventing insurance, by rethinking the technologies that enable it, but our true goal is to build a platform that rewards people for driving well — creating safer roads with fewer accidents in the process.

Backed by impressive funding, we're poised to re-engineer a trillion-dollar category, and that’s just the beginning. We’re using rich customer insights, advanced technology and data science to build our cloud-native InsurTech solution, and other things we haven’t even dreamt up yet. We're out to change behavior and promote mindful living at a societal level. But the key to us being successful in our mission isn’t just about nailing the technology—it’s about hiring the talented people who can help us make a quantifiable impact in the world. We’re growing our world-class team.
And that’s where you come in.

The Role
The Senior Data Analyst will work with teams (product, marketing, engineering, data science, CX and business owners, etc.) to measure, understand, and monitor key business metrics across our mobile apps and websites. The ideal candidate will be comfortable working with datasets across a variety of systems (SQL, Firebase,...).
This role will be responsible in delivering ad-hoc analysis with actionable insights and translating stakeholders’ priorities into dashboards. As an early member of the analytics team, you’ll have many opportunities to make a meaningful impact by helping develop how we do analytics as a company.

All applicants for this job posting must complete the simple challenge.
Must have:
Previous experience(s) in an early stage startup in an analytics role. Not everything has been built yet and data is often messy or incomplete. This role is just as much of doing the difficult work to design the core system as it is in getting reliable analytics results.

Skills and Experience:

Degree in quantitative or business fields preferred
Prior experience in a consumer organization is a plus
Web and mobile analytics experience using a variety of tools
Proficiency with Firebase and/or Google Analytics
Experience using SQL
Python experience is a great plus
Experience with web and mobile tagging, including tag management system (GTM, DTM,...)Ability to build and manage dashboarding tools (Data Studio, Redash, Tableau,...)
Strong analytical skills
Team player
Highly organized, attention to detail and curious

Salary & Benefits:

Salary: We invest in first-rate people and pay top-of-market salaries for most positions, factoring in experience, talent and location. We do not offer equity.
Benefits: Medical, dental, vision, 401(k), wellness reimbursement, four weeks of vacation + six weeks of parental leave, and great work-life balance. Our office building offers on-site shower and bike stalls, and panoramic views of San Francisco.
Location: Due to COVID-19 our teams are all working remotely through 2020. We provide an in-home office set-up including laptop, monitor, ergonomic desk, chair and other items as needed
Location: Post COVID-19: San Francisco, CA near Montgomery Bart Station
BlueOwl, LLC is an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

If you are a San Francisco resident, please read the City and County of San Francisco's Fair Chance Ordinance notice. https://sfgov.org/olse/sites/default/files/FCO%20poster2020.pdf",4.5,"Blue Owl
4.5","San Francisco, CA",-1,51 to 200 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
92,Data Analytics Engineer-Business Intelligence Analyst,$43k-$84k (Glassdoor Est.),"Analytics Engineer-Clinical Services
Summa Health System
Full-time, w/benefits

Summa Health System is recognized as one of the region’s top employers by a number of third party organizations, including NorthCoast 99. Exceptional candidates gravitate to Summa because of its culture, passion for delivering excellent service to our patients and families commitment to our philosophy of servant leadership, collegial working relationships at every level of the organization and competitive pay and benefits.
Summary:
Works with a team of technologists (Data Engineers and Visualization Engineers) to deliver insights across various aspects of Summa Health’s operational, financial, and clinical activities with the goal of leveraging data to drive and realize the full potential of the organization’s programs.

Minimum Qualifications:
Formal Education Required:
-Bachelor’s degree in computer science, applied mathematics, statistics, or related discipline
Experience & Training Required:
-Five (5) years of experience in a previous analytics role in healthcare domain involving healthcare data analysis to optimize business operations
-Knowledgeable about the workings of integrated healthcare systems, health plan, research, and community programs
-Experience in analyzing healthcare data using statistical methods to optimize business operations and communicating their findings using data visualization and detailed reports

Other Skills, Competencies and Qualifications:
-Analytical mindset with good problem-solving skills
-Excellent written and verbal communication skills
-Acumen for analytics needs of an integrated health system how to use data to achieve those needs.
-Ability to effectively interact with populations of patients/customers with an understanding of their needs for self-respect and dignity
-Ability to summarize results and develop effective business presentations.
-Ability to interact with populations both technical and non-technical, with an understanding of their needs for self-respect and dignity
-Strong, critical thinker with ability to extend knowledge of information systems and applications to business processes and to cross team collaboration. Ability to explain complex, technical concepts to lay audiences and non-IT staff.
-Basic knowledge of data warehousing, data marts
-Experience with one or more Summa application platforms is desirable including Soarian Financials, DSS, HQ/HI, Epic/CarePATH and tools (RWB, Clarity, Caboodle, Radar, SlicerDicer, Registries), CostFlex, e-ClinicalWorks, GE Centricity, Lawson, Pentaho, SAS, Tableau.

1. Work with senior leaders within a line of business and across the enterprise to establish a measurement plan focused on outcomes
2. Work as a data strategist to identify and integrate datasets, data components, and attributes from various information systems to leverage information for business programs and objectives
3. Communicate, advise senior leaders about utilizing all relevant data, including clinical, operational, exposome, social determinate, economic and financial, to drive programmatic growth and achieve strategic outcomes
4. Gather baseline data information to understand current state and improvement opportunity
5. Identify data requirements based on analytical processes to measure the outcomes
6. Conduct descriptive/statistical analysis of the data set to validate hypothesis
7. Define the business requirements / specifications and user interface (Wireframes and Mockups)
8. Work with other members of CoE to develop mission control dashboards that measures the timely performance to outcome
9. Validate, deploy mission control dashboards
10. Educate Mission end users and advocate adoption of analytical tools
11. Support rolling out new insights, which are a result of discovery and exploratory exercises conducted, by citizen data analysts / scientists.
12. Ensuring that mission control insights remain relevant to achieving the desired outcome
13. Confirming that stakeholders are utilizing mission control in pursuit of that outcome
14. Surfacing new insights to drive continuous improvement
15. Communicate findings to stakeholders; implement improvement efforts as needed.

Level of Physical Demands:
Light: Exerts up to 20 pounds of force occasionally and/or up to ten pounds of force frequently, and/or a negligible amount of force continuously.
#LI-AV1",3.6,"Summa Health System
3.6","Akron, OH",-1,5001 to 10000 Employees,1926,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
93,Data/Reporting/Program Integration Analyst,$43k-$84k (Glassdoor Est.),"The Data/Program Integration Analyst is responsible for the development, testing, deployments and ongoing maintenance of critical custom business applications. The critical custom business applications include Process Flow, Data, Reporting, and system security. The Analyst will be work with all business personnel to develop, improve, troubleshoot, and maintain the tools required for each business entity, including Sales, Call Center, and Processing. The Analyst will work with third-party software developers and be responsible for communication between the business entities and the software developers. The The analyst must be experienced in Web-based Client/Server applications, Databases, Websites, Mobile Apps, and Security, including PCI Compliance. The Analyst must be able to thrive in a quickly changing environment by having the ability to multi-task and manage projects and issues with limited or no supervision.
Principle Responsibilities*
Application Support
Support existing applications providing enhancements, updates, and problem management
Resolve support issues using best-practices and providing documentation to senior staff and third-party developers
Provide consultation and analysis for business process flow, and recommend alternate solutions and/or enhancements to meet current and future needs
Work with team members, directly, to gather information on process flow enhancements, support issues, and future development and create documentation for senior staff members and third-party developers.
Act as a liaison between internal departments and Information Technology vendors.
Develop, maintain, and troubleshoot current reporting using Microsoft Excel, and/or MS Access or other analytics tools
Work with and support Application Programming Interface (API) integration with customers and vendors
Train staff on new application enhancements and follow up to ensure goals and objectives have been achieved
Project Management
Assist in the design, testing, and implementation of process enhancements and identify opportunities for automation
Assist and manage third-party developers with documented and approved project plans
Provide Cost/Benefit analysis for new application development and application enhancements for existing applications
Work with customers, vendors, and third party programmers to develop and integrate API's both internally and externally
Work on and manage large and small projects simultaneously
Business Process Analysis/Reporting
Identify and perform root-cause analysis of data irregularities and present findings and proposed solutions to leadership and or Customers
Apply expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers
Communicate and present data-driven insights and recommendations to both internal and external stakeholders, soliciting and incorporating feedback when required
The analyst will collaborate with key corporate and business partners for the purpose of identifying and delivering robust reporting and analytics capabilities to drive improved business performance
Understand PCI Compliance process and manage periodical system vulnerability scans and Self-Assessment Questionnaires.
Additional Knowledge, Skills & Abilities Required for Systems Support and Development Role
Two+ years of experience working with large data, data verification, data management
Minimum of 2 years experience with project management, vendor relationships and business processes
Minimum of 2 years experience with developing reports using custom or standard reporting tools
Minimum of 2 years experience with application support and problem management
Minimum of 2 years knowledge/experience with front-end web technologies, mobile applications
Minimum of 2 years knowledge/experience with application development environments such as PHP, .NET framework, and Java
Knowledge of SQL, Crystal Reports or another Reporting tool a plus

Job Type: Full-time

Pay: $26.00 - $32.00 per hour

Benefits:
401(k) matching
Dental insurance
Disability insurance
Health insurance
Life insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
COVID-19 considerations:
To keep our employees safe, we have instituted health surveys and temperature checks each day. The company provides masks and hand sanitizers.

Benefit Conditions:
Waiting period may apply
Work Remotely:
No",-1,LVD Concepts/OneSource Solutions,"Saint Ann, MO",-1,-1,-1,-1,-1,-1,-1,-1
94,Data Analyst,$43k-$84k (Glassdoor Est.),"Please do not apply through Indeed.*
The only way you will be considered is if you follow the link at the bottom of the page and take a very short quiz.*
What are we looking for?*
We are looking for a technically savvy database-oriented Analyst with *good people skills* and the ability to pick up new business concepts and technologies.
The ideal candidate will possess: *
At least 4 years of experience.
A strong to very strong working knowledge of SQL and Python.
An ability to write and troubleshoot complex SQL procedures.
The desire to understand business events through data.
An understanding of Data Warehousing and ETL techniques.
High level understanding in at least one scripting language such as Ruby, Shell, Python.
An interest in learning large data set processing with MapReduce/Hadoop/Pig/etc.
Linux skills are a plus.
Good client relations skills strongly preferred.
Who are we?*
Raybeam, Inc. is a software engineering and consulting company focused on strategic consulting, business intelligence, and online/database marketing for the past fifteen years. We have offices near Boston and San Francisco and support a strong list of clients including Google, Facebook, Microsoft, eBay, Disney, One Kings Lane, Beachbody and Hilton Worldwide.
What do we do?*
We provide technology solutions by architecting and developing enterprise systems using a variety of programming languages, tools and platforms. This can range from building data warehouses, to web applications to implementing reporting platforms. We work in small teams, own the projects that we work on, and have direct input into the business decisions of our clients.
What do you get from working for Raybeam?*
A fun, supportive work environment that promotes camaraderie and growth.
The chance to travel and network with important figures in the industry.
The chance to have input into business decisions of our clients.
The opportunity to learn technologies that you've always wanted but never had the chance.
If you are interested in applying for the position please click on the link below to take a short quiz.*
http://careerseval.raybeam.com/sign\_in

Please note that Raybeam, Inc. is currently unable to provide sponsorship and we will only consider local candidates.

Job Type: Full-time

Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Parental leave
Referral program
Retirement plan
Vision insurance
Schedule:
Monday to Friday
Supplemental Pay:
Bonus pay
COVID-19 considerations:
Due to COVID, all employees are currently working remotely. When it is safe to do so, we will return to the office.

Experience:
analyst: 4 years (Required)
Location:
Newburyport, MA 01950 (Required)
Work authorization:
United States (Required)
Company's website:
www.raybeam.com
Company's Facebook page:
https://www.facebook.com/RaybeamInc/
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19",4.7,"Raybeam, Inc.
4.7","Newburyport, MA",-1,51 to 200 Employees,1997,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
95,Lead Data Analyst,$43k-$84k (Glassdoor Est.),"Summary

FGL Holdings—the F&G family of insurance companies—is committed to helping Americans prepare for and live comfortably in their retirement. Through its subsidiaries, F&G is a leading provider of annuity and life insurance products. For nearly 60 years, we have offered annuity and life insurance products to those who are seeking safety, protection and income solutions to meet their needs.

At F&G, we believe our culture is what makes our company great. In 2019, we received a Top Workplace award, which we credit to our employees' shared cultural values: Collaborative, Authentic, Dynamic and Empowered. We believe that by embracing these values, we will continue to build and strengthen the company, while being a great place to work. We recruit talented and committed individuals to join our team, and we provide opportunities for personal and professional growth.

The Lead Data Analyst will be responsible for performing data analysis for the Information Technology department as well as supporting the assigned projects for business clients of Information Technology. As a senior team member, the Lead Data Analyst will assume lead roles in data design and data modeling, oversee the work of other less experienced data analysts, and participate in the strategic planning around future development of the F&G data environment.

Organization

This position reports directly to the Manager, Data Analysis and Integration and has significant interaction with members of the IT organization, Third Party Administrators, group managers, and departmental analysts throughout the organization. In addition, interaction with the PMO (for prioritization and reporting) and related management (owners of the business interface function) will be critical and ongoing.

Duties and Responsibilities

Data Analysis

Directs interaction with the business leaders, developers, DBA team and end-user to gain a thorough understanding of the data being requested
Provides effort estimates for analysis and design of data interfaces
Maps requested data fields from Third Party Systems to F&G data structures and/or provides oversight and guidance of other Data Analysts performing the task
Creates data field conversions from Third Party systems to F&G definitions or provides oversight and guidance to other Data Analysts assigned to perform the task
Manages complex TPA Data Changes from inception to production and/or leads other Data Analysts performing the task
Documents Data requirements and effectively communicate them to the Development teams
Creates and refines documentation templates to support the SDLC process improvements
Works directly with the Third-Party data staff to develop the requested data interfaces
Tests the data received from the Third-Party systems for accuracy of format and conversion definitions or providing oversight and guidance of other assigned Data Analysts performing the task
Leads complex data efforts for all data related production support incidents
Works independently with minimal direction
Participates in hiring of new data analysts and assists with their on-boarding and training
Mentors and oversees the work of other Data Analysts to ensure that they are meeting their deliverables

Report Design

Responsible for the collection, analysis, interpretation and summarization of data in the generation of reports for end-users
Designs and or develops database objects (databases, tables, stored procedures, database functions) to support the collection, tracking and reporting of business data
Designs, develops and supports reporting tools that utilize advanced features in MS Excel and MS Access (i.e. VBA, macros)
Works with Developers to automate reports, processes and tests results

Data Consultation

Acts in a consultative position for answering questions about the available data and the data that it is possible to capture from the Third-Party systems
Provides support for miscellaneous data projects

Data Governance

Works with the data team to maintain current and accurate Data Classifications
Participates in Data Steward Council meetings and activities
Supports data needs and questions of Data Stewards
Participates in all Data Quality initiatives

Experience and Education Requirements

Required

Bachelor's degree (preferred emphasis in computer science or MIS) or equivalent combination of education and experience
8+ years of experience
Experience with Life and Annuity insurance systems
5+ years of experience with SQL Server 2000 or higher
5+ years of experience developing logical and physical data models
Thorough understanding of the software development life cycle (SDLC)
Excellent/proven troubleshooting and problem resolution skills
Experience with SQL query tools such as Microsoft SQL Server Management Studio or Toad
Experience in working with Data Governance policies and procedures
Experience in creating data marts and other data warehousing practices

Preferred Requirements

Experience leading a team
Experience implementing and/or working with metadata
Experience working with Informatica IDQ or similar data quality tools
Experience working with XML files for data integration
Experience with database design/modeling tools such as Erwin
Experience with Microsoft Visio
Experience with Tableau

Skills and Abilities

Knowledge of Big Data and Master Data Management
Knowledge of data integrity protocols and security requirements and techniques
Strong technical documentation skills
Strong time management and organizational skills to enable productivity in a fast-paced, dynamic development environment
Excellent verbal and written communication skills
Ability to work effectively in team-based development projects
Excellent interpersonal skills.

Physical Demands and Work Environment

Must be able to work in a fast-paced team environment and handle multiple projects and assignments under tight deadlines
Must demonstrate willingness to work flexible hours as needed to accommodate business needs and deliverables
Must be able to sit in front of a computer for extended periods of time

#INDHP

#LI-JS1",3.8,"Fidelity & Guaranty Life
3.8","Des Moines, IA",-1,201 to 500 Employees,-1,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),-1
